car_price_in_rupees,kms_driven,fuel_type,city,company,model,age,price_per_km,price_per_year,km_per_year
491000.0,71975,Petrol,Hyderabad,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],8,6.821718350561298,54555.555555555555,7997.222222222223
1550000.0,70930,Diesel,Hyderabad,Tata,Hexa XTA 4x2 7 STR,7,21.852222582509764,193750.0,8866.25
625000.0,45751,Petrol,Ahmedabad,Honda,Amaze 1.2 S AT i-VTEC,8,13.660605000874279,69444.44444444444,5083.444444444444
369000.0,32702,Petrol,Kolkata,Maruti Suzuki,Wagon R 1.0 VXI,9,11.283368498302908,36900.0,3270.2
725000.0,45982,Petrol,Bangalore,Honda,Amaze 1.2 V MT Petrol [2018-2020],7,15.76669638779549,90625.0,5747.75
1745000.0,57624,Diesel,Hyderabad,Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],7,30.281995661605205,218125.0,7203.0
400000.0,67000,Petrol,Thiruvallur,Maruti Suzuki,Celerio VXi AMT,11,5.970060148355994,33333.333333333336,5583.333333333333
480000.0,1245,Petrol,Kolkata,Renault,Kwid CLIMBER 1.0 (O),4,385.2327447833066,96000.0,249.0
799000.0,56861,Petrol,Bangalore,Honda,City SV,9,14.051563434279483,79900.0,5686.1
795000.0,33372,Petrol,Bangalore,Maruti Suzuki,Dzire ZXi,5,23.82165223384173,132500.0,5562.0
425000.0,74050,Petrol,Pune,Hyundai,i20 Magna (O) 1.2,11,5.739287788146007,35416.666666666664,6170.833333333333
894999.9999999999,39389,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2 AT,7,22.72150291952272,111874.99999999999,4923.625
336000.0,44042,Petrol,Pune,Maruti Suzuki,Alto K10 VXi [2014-2019],10,7.6289081125263944,30545.454545454544,4003.818181818182
1590000.0,45724,Diesel,Ahmedabad,Mahindra,XUV500 W11 AT,7,34.773100054674686,198750.0,5715.5
500000.0,33583,Petrol,Kolkata,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],6,14.88804192472606,71428.57142857143,4797.571428571428
1044999.9999999999,32727,Petrol,Mumbai,Hyundai,Venue S 1.0 AT Petrol [2019-2020],5,31.929846003422142,174166.66666666666,5454.5
868000.0,52858,Petrol,Delhi,Hyundai,Verna 1.6 VTVT SX,7,16.42104466599822,108500.0,6607.25
295000.0,88989,Petrol,Chennai,Maruti Suzuki,Alto K10 VXi [2014-2019],9,3.3149792111473197,29500.0,8898.9
1046000.0000000001,10418,Petrol,Delhi,Skoda,Rapid Style 1.6 MPI,4,100.39351185334486,209200.00000000003,2083.6
944999.9999999999,43624,Petrol,Mumbai,Ford,EcoSport Titanium 1.5 Ti-VCT AT,6,21.661891117478508,134999.99999999997,6232.0
689000.0,31968,Petrol,Delhi,Maruti Suzuki,Baleno Alpha 1.2,7,21.552128624605086,86125.0,3996.0
851000.0,41236,Petrol,Mumbai,Hyundai,Elite i20 Asta 1.2 (O) CVT [2019-2020],6,20.636806751218565,121571.42857142857,5890.857142857143
585000.0,36101,Petrol,Mumbai,Maruti Suzuki,Baleno Zeta 1.2,8,16.204088416154228,65000.0,4011.222222222222
1171000.0,44157,Diesel,Mumbai,Hyundai,Creta SX Plus 1.6 AT CRDI,8,26.518411159925723,130111.11111111111,4906.333333333333
592000.0,51644,Petrol,Pune,Volkswagen,Polo GT TSI,11,11.462871526769291,49333.333333333336,4303.666666666667
983000.0,40655,Diesel,Delhi,Hyundai,Venue SX 1.4 CRDi,6,24.178473042109406,140428.57142857142,5807.857142857143
469000.00000000006,79749,Petrol,Pune,Honda,Amaze 1.2 SX i-VTEC,10,5.880877742946709,42636.36363636364,7249.909090909091
465000.00000000006,46000,Petrol,Noida,Volkswagen,Ameo Trendline 1.0L (P),7,10.10847590269777,58125.00000000001,5750.0
399000.0,40729,Petrol,Kolkata,Volkswagen,Ameo Highline1.2L (P) [2016-2018],9,9.79621900319175,39900.0,4072.9
658000.0,36349,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2,10,18.10178817056396,59818.181818181816,3304.4545454545455
537000.0,23345,CNG,Pune,Hyundai,Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],6,23.001799023387303,76714.28571428571,3335.0
534000.0,33679,Petrol,Delhi,Hyundai,Elite i20 Magna 1.2 [2016-2017],9,15.855106888361044,53400.0,3367.9
295000.0,56000,Petrol,Thane,Hyundai,i10 1.1L iRDE Magna Special Edition,11,5.267763075659364,24583.333333333332,4666.666666666667
395000.0,66290,Petrol,Noida,Maruti Suzuki,Celerio VXi,10,5.958576579022793,35909.09090909091,6026.363636363636
425000.0,41624,Petrol,Pune,Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],8,10.21021021021021,47222.22222222222,4624.888888888889
430999.99999999994,46458,Petrol,Pune,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],12,9.276996922017261,33153.84615384615,3573.6923076923076
1650000.0,116265,Diesel,Hyderabad,Audi,A4 2.0 TDI (177bhp) Premium,12,14.191595135293207,126923.07692307692,8943.461538461539
400000.0,50821,Petrol,Delhi,Honda,Amaze 1.2 S i-VTEC,11,7.8706072173468185,33333.333333333336,4235.083333333333
975000.0,87820,Diesel,Mumbai,Mahindra,XUV500 W8 [2015-2017],9,11.102128192573531,97500.0,8782.0
425000.0,22785,Petrol,Thane,Renault,Kwid RXT [2015-2019],6,18.651803739138067,60714.28571428572,3255.0
450000.0,70000,CNG,Thane,Maruti Suzuki,Wagon R 1.0 LXI CNG,7,6.428479593148669,56250.0,8750.0
725000.0,12252,Petrol,Mumbai,Maruti Suzuki,Baleno Zeta 1.2,5,59.16918305721048,120833.33333333333,2042.0
910000.0,12420,Petrol,Pune,Hyundai,i20 Asta (O) 1.2 MT,4,73.26302230094196,182000.0,2484.0
367000.0,50714,Petrol,Chennai,Hyundai,i10 Sportz 1.1 iRDE2 [2010--2017],11,7.236517795524007,30583.333333333332,4226.166666666667
590000.0,16337,Petrol,Delhi,Tata,Tiago Revotron XZ,4,36.11213122781246,118000.0,3267.4
795000.0,52245,Diesel,Thane,Maruti Suzuki,S-Cross Alpha 1.3,8,15.216475902461433,88333.33333333333,5805.0
1097000.0,64317,Petrol,Pune,Hyundai,Venue SX Plus 1.0 Turbo DCT,5,17.055878603190397,182833.33333333334,10719.5
1550000.0,101850,Diesel,Ahmedabad,Audi,A6 2.0 TDI Premium,11,15.218309098585188,129166.66666666667,8487.5
529000.0,43189,Petrol,Pune,Hyundai,Santro Sportz [2018-2020],6,12.248205603148877,75571.42857142857,6169.857142857143
687000.0,19225,CNG,Pune,Maruti Suzuki,Wagon R LXi 1.0 CNG,4,35.732861749713926,137400.0,3845.0
580000.0,63323,Petrol,Hyderabad,Maruti Suzuki,Swift VXi [2014-2017],9,9.159244520245089,58000.0,6332.3
1150000.0,71957,Diesel,Hyderabad,Toyota,Corolla Altis GL,10,15.981544790016398,104545.45454545454,6541.545454545455
849000.0,54031,Petrol,Hyderabad,Maruti Suzuki,Ciaz Delta 1.5,5,15.712910867633994,141500.0,9005.166666666666
894999.9999999999,53416,Diesel,Bangalore,Maruti Suzuki,S-Cross Delta 1.3,7,16.75496564764026,111874.99999999999,6677.0
375000.0,81122,Petrol,Bangalore,Honda,Brio EX MT,11,4.622610110572833,31250.0,6760.166666666667
579000.0,50860,Petrol,Bangalore,Maruti Suzuki,Wagon R VXi 1.2,6,11.3839680698374,82714.28571428571,7265.714285714285
1450000.0,3000,Petrol,Kolkata,Skoda,Kushaq Style 1.0L TSI MT,3,483.17227590803066,362500.0,750.0
785000.0,32516,Petrol,Bangalore,Maruti Suzuki,Swift VXi AMT,6,24.141218439585447,112142.85714285714,4645.142857142857
430000.0,30305,Petrol,Ahmedabad,Maruti Suzuki,Alto K10 VXi AMT (Airbag) [2014-2019],7,14.188609516267405,53750.0,3788.125
571000.0,45090,Diesel,Kolkata,Mahindra,Bolero Power Plus SLE [2016-2019],8,12.663280920804596,63444.444444444445,5010.0
1648999.9999999998,9792,Petrol,Ahmedabad,Volkswagen,Taigun GT Plus 1.5 TSI DSG,4,168.38558153783313,329799.99999999994,1958.4
1630999.9999999998,85182,Diesel,Delhi,Toyota,Innova Crysta 2.8 ZX AT 7 STR [2016-2020],8,19.1470129016353,181222.2222222222,9464.666666666666
685000.0,25000,Petrol,Pune,Hyundai,Elantra 1.8 SX AT,11,27.398904043838247,57083.333333333336,2083.3333333333335
1598000.0,14300,Petrol,Pune,Kia,Seltos GTX (O) 1.4,4,111.74043773162715,319600.0,2860.0
645000.0,52283,Petrol,Mumbai,Honda,City SV CVT,10,12.3364700481983,58636.36363636364,4753.0
843000.0,9578,Petrol,Pune,Tata,Tiago NRG Petrol,3,88.00501096147823,210750.0,2394.5
600000.0,32000,Petrol,Ambattur,Ford,Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],5,18.749414080809974,100000.0,5333.333333333333
925000.0,43239,Petrol,Mumbai,Honda,City ZX CVT Petrol [2017-2019],8,21.39222941720629,102777.77777777778,4804.333333333333
959000.0,54698,Petrol,Delhi,Skoda,Rapid Ambition 1.6 MPI AT,5,17.532313204994608,159833.33333333334,9116.333333333334
349000.0,19097,Petrol,Delhi,Maruti Suzuki,Alto 800 VXi,5,18.274164834014034,58166.666666666664,3182.8333333333335
629000.0,37497,Petrol,Bangalore,Maruti Suzuki,Swift VXi [2014-2017],7,16.774227958824472,78625.0,4687.125
300000.0,76143,Petrol,Mumbai,Volkswagen,Polo Highline1.2L (P),12,3.939903341038033,23076.923076923078,5857.153846153846
1145000.0,28340,Petrol,Bangalore,Honda,City VX CVT Petrol [2017-2019],8,40.400832715853355,127222.22222222222,3148.8888888888887
1227000.0,75766,Petrol,Delhi,Toyota,Corolla Altis G CVT Petrol,8,16.194385418453944,136333.33333333334,8418.444444444445
600000.0,106985,Diesel,Hyderabad,Hyundai,Verna Fluidic 1.6 CRDi SX,11,5.60821042005496,50000.0,8915.416666666666
2000000.0,11000,Petrol,Mumbai,Jeep,Compass Limited Plus Petrol AT,5,181.80165439505498,333333.3333333333,1833.3333333333333
1800000.0,74073,Diesel,Hyderabad,BMW,X3 xDrive20d,13,24.3000243000243,128571.42857142857,5290.928571428572
660000.0,58549,Diesel,Chennai,Volkswagen,Ameo Highline Plus 1.5L AT (D)16 Alloy,8,11.272416737830914,73333.33333333333,6505.444444444444
1599000.0,12093,Petrol,Bangalore,Volkswagen,Taigun Topline 1.0 TSI MT,4,132.21432115098395,319800.0,2418.6
299000.0,64983,Diesel,Mumbai,Ford,Figo Duratorq Diesel Titanium 1.4,12,4.6011325864828265,23000.0,4998.692307692308
515000.00000000006,36787,Petrol,Thane,Hyundai,Elite i20 Asta 1.2,11,13.999130151136242,42916.66666666667,3065.5833333333335
1126000.0,47631,Diesel,Kolkata,Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],8,23.639570036949948,125111.11111111111,5292.333333333333
752000.0,28800,Petrol,Ahmedabad,Maruti Suzuki,Ciaz Zeta 1.4 AT,8,26.11020450678796,83555.55555555556,3200.0
875000.0,43000,Petrol,Hyderabad,Maruti Suzuki,Baleno Alpha 1.2,6,20.34836399153508,125000.0,6142.857142857143
610000.0,55837,Petrol,Mumbai,Volkswagen,Vento TSI,9,10.924460045130557,61000.0,5583.7
899000.0,41441,Petrol,Thane,Hyundai,Creta SX Plus 1.6 Petrol,9,21.69296848607693,89900.0,4144.1
425000.0,49047,Petrol,Mumbai,Volkswagen,Polo Comfortline 1.2L (P),10,8.664981242864133,38636.36363636364,4458.818181818182
428000.0,55888,Petrol,Hyderabad,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],12,7.658036465136252,32923.07692307692,4299.076923076923
604000.0,32036,CNG,Delhi,Hyundai,Santro Sportz CNG [2018-2020],4,18.85320098635952,120800.0,6407.2
246000.0,71169,Petrol,Delhi,Maruti Suzuki,Alto 800 Vxi,11,3.4565125755233947,20500.0,5930.75
2070000.0,19600,Petrol,Pune,Honda,Civic ZX CVT Petrol [2019-2020],6,105.60685679302077,295714.28571428574,2800.0
600000.0,61456,Diesel,Delhi,Maruti Suzuki,Ciaz Delta 1.3 Hybrid,8,9.762923670208439,66666.66666666667,6828.444444444444
679000.0,28417,Petrol,Delhi,Maruti Suzuki,Baleno Delta Dualjet,5,23.893307058906327,113166.66666666667,4736.166666666667
699000.0,60132,Diesel,Bangalore,Maruti Suzuki,Baleno Sigma 1.3,7,11.624232950293516,87375.0,7516.5
610000.0,45571,Petrol,Mumbai,Hyundai,Elite i20 Sportz 1.2,8,13.385412095146142,67777.77777777778,5063.444444444444
283000.0,34229,Petrol,Delhi,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],11,8.267601519135262,23583.333333333332,2852.4166666666665
445000.0,38754,Petrol,Delhi,Maruti Suzuki,Wagon R 1.0 VXI AMT,7,11.482389369113664,55625.0,4844.25
965000.0,5564,Petrol,Mumbai,Hyundai,Verna 1.6 VTVT SX,6,173.4052111410602,137857.14285714287,794.8571428571429
430000.0,58006,Petrol,Hyderabad,Maruti Suzuki,Alto K10 VXi AMT,6,7.4128984432913265,61428.57142857143,8286.57142857143
579000.0,51000,Petrol,Bangalore,Volkswagen,Polo Comfortline 1.2L (P),10,11.352718574145605,52636.36363636364,4636.363636363636
770000.0,77505,Diesel,Chennai,Hyundai,Elite i20 Asta 1.4 CRDI,8,9.934714731762702,85555.55555555556,8611.666666666666
925000.0,62690,Petrol,Bangalore,Volkswagen,Polo GT TSI,7,14.7549089981018,115625.0,7836.25
343000.0,6370,Petrol,Kolkata,Maruti Suzuki,Alto 800 LXi (O),6,53.83770208758437,49000.0,910.0
515000.00000000006,59000,Petrol,Gurgaon,Maruti Suzuki,Swift Dzire VXI,8,8.72866561583702,57222.222222222226,6555.555555555556
725000.0,11874,Petrol,Thane,Maruti Suzuki,Swift ZXi AMT [2018-2019],6,61.05263157894737,103571.42857142857,1696.2857142857142
285000.0,56856,Petrol,Delhi,Renault,Kwid 1.0 RXL [2017-2019],8,5.0125754084809255,31666.666666666668,6317.333333333333
474000.0,11824,Petrol,Pune,Maruti Suzuki,Ignis Delta 1.2 MT,7,40.084566596194506,59250.0,1478.0
1125000.0,56877,Diesel,Bangalore,Mahindra,XUV500 W6,9,19.7791764829987,112500.0,5687.7
400000.0,45000,CNG,Thane,Maruti Suzuki,Wagon R 1.0 LXI CNG,10,8.88869136241417,36363.63636363636,4090.909090909091
625000.0,24459,Petrol,Kolkata,Honda,WR-V VX MT Petrol,8,25.551921504497138,69444.44444444444,2717.6666666666665
314000.0,43335,Petrol,Pune,Renault,Kwid 1.0 RXT [2016-2019],9,7.24570795643345,31400.0,4333.5
400000.0,54912,Petrol,Kolkata,Honda,Jazz V Petrol,9,7.284249631234863,40000.0,5491.2
665000.0,15116,Petrol,Mumbai,Maruti Suzuki,Baleno Delta 1.2,6,43.99020969769134,95000.0,2159.4285714285716
725000.0,45000,Petrol,Hyderabad,Maruti Suzuki,Baleno Delta 1.2 AT,5,16.11075309437568,120833.33333333333,7500.0
245000.00000000003,46101,Petrol,Kolkata,Hyundai,Eon Era +,7,5.314303067112056,30625.000000000004,5762.625
769000.0,46232,Petrol,Bangalore,Maruti Suzuki,Dzire VXi AMT,7,16.63314083014297,96125.0,5779.0
515000.00000000006,74371,Petrol,Mumbai,Hyundai,Verna Fluidic 1.6 VTVT SX,11,6.924649061474749,42916.66666666667,6197.583333333333
594000.0,58262,Diesel,Delhi,Hyundai,Elite i20 Magna Plus 1.4 CRDi,7,10.195149580351167,74250.0,7282.75
790000.0,61225,Petrol,Mumbai,Honda,BR-V V CVT Petrol,9,12.903015058961879,79000.0,6122.5
482000.0,37882,Petrol,Pune,Hyundai,Xcent S 1.2 Special Edition,10,12.723385159570256,43818.181818181816,3443.818181818182
299000.0,35982,Petrol,Kolkata,Hyundai,i20 Magna 1.2,13,8.30947947641942,21357.14285714286,2570.1428571428573
375000.0,46500,Petrol,Mumbai,Honda,Amaze 1.2 S i-VTEC,11,8.064342702307478,31250.0,3875.0
465000.00000000006,53000,Diesel,Kolkata,Ford,EcoSport Titanium 1.5 TDCi,10,8.773419369445861,42272.72727272728,4818.181818181818
950000.0,58063,Diesel,Kolkata,Kia,Sonet HTX 1.5 [2020-2021],4,16.361256544502616,190000.0,11612.6
650000.0,82366,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,8,7.891509949372929,72222.22222222222,9151.777777777777
575000.0,67000,Petrol,Hyderabad,Hyundai,Elite i20 Magna 1.2,10,8.581961463261742,52272.72727272727,6090.909090909091
295000.0,63389,Diesel,Kolkata,Volkswagen,Jetta Trendline 2.0L TDI,14,4.653730872377347,19666.666666666668,4225.933333333333
465000.00000000006,88000,Petrol,Hyderabad,Maruti Suzuki,Ritz Vxi BS-IV,10,5.284030863285645,42272.72727272728,8000.0
621000.0,29093,Petrol,Kolkata,Maruti Suzuki,Baleno Zeta,7,21.344607135491852,77625.0,3636.625
350000.0,73380,LPG,Hyderabad,Hyundai,i10 Magna 1.1 LPG,12,4.769627015167414,26923.076923076922,5644.615384615385
550000.0,48210,Petrol,Thane,Honda,Jazz VX Petrol,8,11.408184854078945,61111.11111111111,5356.666666666667
669000.0,14296,Petrol,Bangalore,Hyundai,Verna Fluidic 1.6 VTVT SX,11,46.79303350353221,55750.0,1191.3333333333333
650000.0,59511,Diesel,Kolkata,Ford,EcoSport Titanium 1.5L TDCi,7,10.922166957924452,81250.0,7438.875
1275000.0,42000,Petrol,Ahmedabad,Kia,Seltos HTX 1.5 [2020-2021],5,30.356420085236067,212500.0,7000.0
775000.0,94931,Diesel,Bangalore,Renault,Duster 110 PS RxL AWD Diesel,10,8.163738254750768,70454.54545454546,8630.09090909091
1800000.0,5900,Petrol,Kolkata,MG,Hector Shine 1.5 Petrol Turbo CVT,4,305.0330452465684,360000.0,1180.0
595000.0,15205,Petrol,Thane,Maruti Suzuki,Swift VXi [2014-2017],7,39.129291069314746,74375.0,1900.625
382000.0,33941,Petrol,Kolkata,Maruti Suzuki,Wagon R 1.0 VXI,7,11.254492958576394,47750.0,4242.625
415000.00000000006,19812,CNG,Pune,Maruti Suzuki,Wagon R 1.0 LXI CNG,10,20.945843638015447,37727.272727272735,1801.090909090909
484999.99999999994,55800,Petrol,Gurgaon,Volkswagen,Polo Highline Plus 1.2( P)16 Alloy [2017-2018],7,8.691600508951451,60624.99999999999,6975.0
482000.0,35010,Petrol,Delhi,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],8,13.767101768015767,53555.555555555555,3890.0
1689999.9999999998,11000,Petrol,Chennai,Kia,Seltos GTX Plus 1.4 [2020-2021],5,153.62239796382144,281666.6666666666,1833.3333333333333
570000.0,28000,Petrol,Thane,Maruti Suzuki,Baleno Delta 1.2,8,20.356415842291348,63333.333333333336,3111.1111111111113
304000.0,53728,Petrol,Delhi,Renault,Kwid 1.0 RXT [2016-2019],7,5.658024530514248,38000.0,6716.0
1675000.0,28000,Diesel,Mumbai,Tata,Harrier XZ,5,59.819292168136855,279166.6666666667,4666.666666666667
254999.99999999997,66000,Petrol,Hyderabad,Maruti Suzuki,Alto K10 VXi,13,3.863577824578415,18214.285714285714,4714.285714285715
1090000.0,32881,Petrol,Ahmedabad,Maruti Suzuki,Ertiga ZXi AT,6,33.14883522900067,155714.2857142857,4697.285714285715
350000.0,101740,Petrol,Hyderabad,Volkswagen,Vento Trendline Petrol,15,3.4401077245161735,21875.0,6358.75
835000.0,47000,Diesel,Thane,BMW,X1 sDrive20d,14,17.76557945575626,55666.666666666664,3133.3333333333335
813000.0000000001,82559,Diesel,Chennai,Maruti Suzuki,Vitara Brezza ZDi,7,9.847383720930234,101625.00000000001,10319.875
1850000.0,20881,Petrol,Hyderabad,Kia,Seltos HTK 1.5 [2020-2021],4,88.59304664304186,370000.0,4176.2
625000.0,48159,Diesel,Kolkata,Maruti Suzuki,S-Cross Alpha 1.3,7,12.977574750830565,78125.0,6019.875
1350000.0,64300,Diesel,Ahmedabad,Mercedes-Benz,B-Class B180 CDI,11,20.995007853688122,112500.0,5358.333333333333
1851000.0000000002,32244,Diesel,Mumbai,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],5,57.40424872073191,308500.00000000006,5374.0
950000.0,52547,Petrol,Ahmedabad,Ford,EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],6,18.078708989875924,135714.2857142857,7506.714285714285
325000.0,71861,Petrol,Bangalore,Maruti Suzuki,Swift VXi,16,4.522557123375359,19117.647058823528,4227.117647058823
469000.00000000006,24251,Petrol,Bangalore,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],12,19.338611248556823,36076.92307692308,1865.4615384615386
600000.0,82500,Diesel + 1,Poonamallee,Maruti Suzuki,Swift VDi,8,7.272639119525824,66666.66666666667,9166.666666666666
1500000.0,69727,Petrol,Ahmedabad,Audi,A3 40 TFSI Premium,10,21.512161541991738,136363.63636363635,6338.818181818182
526000.0,54822,Petrol,Pune,Hyundai,Elite i20 Sportz 1.2,10,9.594513251737409,47818.181818181816,4983.818181818182
1925000.0,23402,Petrol,Bangalore,Skoda,Kushaq Style 1.5L TSI DSG (6 Airbags),4,82.25441182754348,385000.0,4680.4
395000.0,36000,Petrol,Kolkata,Hyundai,Xcent S 1.2,7,10.97191744673759,49375.0,4500.0
430999.99999999994,53958,Petrol,Kolkata,Maruti Suzuki,S-Presso VXi,5,7.987546099816527,71833.33333333333,8993.0
430000.0,50546,Petrol,Delhi,Hyundai,i20 Sportz 1.2 (O),11,8.506934140502898,35833.333333333336,4212.166666666667
479000.0,59175,Petrol,Bangalore,Maruti Suzuki,Celerio VXi AMT,10,8.09449776936596,43545.454545454544,5379.545454545455
425000.0,88000,Petrol,Hyderabad,Maruti Suzuki,Ritz Vxi BS-IV,11,4.829490573970751,35416.666666666664,7333.333333333333
785000.0,28103,Petrol,Delhi,Toyota,Yaris G MT [2018-2020],6,27.931966979789355,112142.85714285714,4014.714285714286
520000.0,73061,Petrol,Hyderabad,Honda,Jazz V Petrol,10,7.117242889600613,47272.72727272727,6641.909090909091
725000.0,101330,Diesel,Pune,Toyota,Innova 2.5 G 7 STR BS-IV,13,7.154770011151572,51785.71428571428,7237.857142857143
942000.0,7773,Petrol,Pune,Maruti Suzuki,Baleno Zeta 1.2,4,121.17314124003087,188400.0,1554.6
401000.0,1953,Petrol,Delhi,Maruti Suzuki,Alto 800 VXi,4,205.2200614124872,80200.0,390.6
767000.0,18490,Petrol,Chennai,Hyundai,Elite i20 Asta 1.2 (O) [2019-2020],6,41.47963874317235,109571.42857142857,2641.4285714285716
550000.0,60093,Diesel,Thane,Hyundai,Grand i10 Sportz U2 1.2 CRDi,7,9.152328019436217,68750.0,7511.625
543000.0,46282,Petrol,Kolkata,Maruti Suzuki,Swift VXi [2014-2017],6,11.73216947907439,77571.42857142857,6611.714285714285
700000.0,93682,Petrol,Hyderabad,Volkswagen,Vento Highline Petrol,10,7.472006660760223,63636.36363636364,8516.545454545454
490000.00000000006,84316,Diesel,Ahmedabad,Maruti Suzuki,Swift VDi,10,5.81140220833284,44545.45454545455,7665.090909090909
1700000.0,20175,Diesel,Hyderabad,Kia,Seltos HTX Plus AT 1.5 Diesel [2019-2020],5,84.25852498017447,283333.3333333333,3362.5
739000.0,19266,Petrol,Hyderabad,Hyundai,Elite i20 Asta 1.2 (O) [2016],8,38.35573779000363,82111.11111111111,2140.6666666666665
322000.0,26802,Petrol,Bangalore,Maruti Suzuki,Alto 800 Vxi,9,12.013580569339252,32200.0,2680.2
717000.0,20454,Petrol,Chennai,Hyundai,Elite i20 Asta 1.2 (O) [2019-2020],7,35.052554387680274,89625.0,2556.75
1227000.0,75766,Petrol,Delhi,Toyota,Corolla Altis G CVT Petrol,8,16.194385418453944,136333.33333333334,8418.444444444445
365000.0,80000,Petrol,Thane,Honda,City 1.5 V MT,13,4.562442969462881,26071.428571428572,5714.285714285715
451000.0,2421,Petrol,Pune,Renault,Kwid 1.0 RXT Opt,6,186.20974401321223,64428.57142857143,345.85714285714283
911000.0,53946,Petrol,Mumbai,Hyundai,Creta SX Plus 1.6 Petrol,9,16.886944593767957,91100.0,5394.6
434999.99999999994,74000,Petrol,Thane,Hyundai,Xcent S 1.2 (O),10,5.8782989419061895,39545.45454545454,6727.272727272727
775000.0,22911,Petrol,Thane,Hyundai,Verna 1.6 VTVT SX,7,33.825069832402235,96875.0,2863.875
1450000.0,59994,Diesel,Hyderabad,Hyundai,Creta SX 1.6 AT CRDi,7,24.168680723393617,181250.0,7499.25
498000.00000000006,48702,Petrol,Delhi,Maruti Suzuki,Baleno Delta 1.2,9,10.225242798184919,49800.00000000001,4870.2
1060000.0,12382,Petrol,Pune,Honda,City V,6,85.60122748929984,151428.57142857142,1768.857142857143
629000.0,12930,Petrol,Bangalore,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],9,48.64279638079035,62900.0,1293.0
994999.9999999999,20440,Petrol,Hyderabad,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],6,48.67667922312998,142142.85714285713,2920.0
570000.0,43000,Petrol,Thane,Maruti Suzuki,Swift ZXi,8,13.255505685914281,63333.333333333336,4777.777777777777
468000.0,81091,CNG,Delhi,Maruti Suzuki,Celerio VXi CNG [2017-2019],7,5.771222808661767,58500.0,10136.375
450000.0,67621,Diesel,Hyderabad,Hyundai,Grand i10 Magna 1.1 CRDi [2016-2017],11,6.65463902280323,37500.0,5635.083333333333
650000.0,38494,Petrol,Mumbai,Hyundai,Verna 1.6 VTVT SX,9,16.885309780490974,65000.0,3849.4
547000.0,42348,CNG,Pune,Maruti Suzuki,Celerio VXi (O) CNG,5,12.916479727974686,91166.66666666667,7058.0
527000.0,93275,CNG,Pune,Maruti Suzuki,Celerio VXi CNG [2019-2020],6,5.649899223808911,75285.71428571429,13325.0
367000.0,44199,Petrol,Kolkata,Maruti Suzuki,Alto K10 VXi (O),7,8.30316742081448,45875.0,5524.875
440000.00000000006,52000,CNG,Thane,Maruti Suzuki,Celerio VXi CNG (O),9,8.461375742774178,44000.00000000001,5200.0
1140000.0,28678,CNG,Thane,Maruti Suzuki,Ertiga VXI CNG,4,39.7503399700129,228000.0,5735.6
357000.0,40877,Petrol,Pune,Maruti Suzuki,Ritz Vxi (ABS) BS-IV,12,8.733303977689712,27461.53846153846,3144.3846153846152
557000.0,44464,Petrol,Chennai,Honda,Jazz V Petrol,9,12.526706398290791,55700.0,4446.4
725000.0,57994,Diesel,Hyderabad,Mahindra,Bolero Power Plus ZLX [2016-2019],8,12.501077679110269,80555.55555555556,6443.777777777777
657000.0,54982,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2 (O) [2016],8,11.94914791844752,73000.0,6109.111111111111
199000.0,54000,Petrol,Thane,Maruti Suzuki,A-Star Vxi,15,3.685116942278847,12437.5,3375.0
1500000.0,56173,Diesel,Hyderabad,Audi,Q5 2.0 TDI quattro,13,26.702745042190337,107142.85714285714,4012.3571428571427
899000.0,36700,Petrol,Bangalore,Renault,Duster RXS CVT,6,24.49524536116182,128428.57142857143,5242.857142857143
1895000.0,2377,Petrol,Hyderabad,Volkswagen,Taigun Topline 1.0 TSI AT,3,796.8881412952061,473750.0,594.25
425000.0,96000,Petrol,Noida,Hyundai,Verna Fluidic 1.6 VTVT SX,14,4.427037218362309,28333.333333333332,6400.0
339000.0,64346,Petrol,Bangalore,Renault,Kwid RXL [2015-2019],9,5.268310876963961,33900.0,6434.6
1550000.0,104264,Diesel,Hyderabad,BMW,3 Series 320d Luxury Line,12,14.865966527597948,119230.76923076923,8020.307692307692
441000.0,15447,Petrol,Kolkata,Hyundai,Santro Magna [2018-2020],5,28.54738477472812,73500.0,2574.5
