car_price_in_rupees,kms_driven,fuel_type,city,company,model,age,price_per_km,price_per_year,km_per_year
1889999.9999999998,48969,Diesel,Thane,Toyota,Innova Crysta 2.8 GX AT 8 STR [2016-2020],7,38.59505819889728,236249.99999999997,6121.125
649000.0,9011,Petrol,Bangalore,Maruti Suzuki,Wagon R ZXi 1.2,4,72.01509098979139,129800.0,1802.2
950000.0,77116,Petrol,Hyderabad,Honda,City VX CVT,10,12.318943942321408,86363.63636363637,7010.545454545455
819999.9999999999,26500,Diesel + 1,Ambattur,Honda,City Anniversary Edition Diesel,7,30.94222859514735,102499.99999999999,3312.5
1137000.0,22872,Petrol,Bangalore,Hyundai,Creta SX Plus 1.6 Petrol,8,49.70926419796266,126333.33333333333,2541.3333333333335
750000.0,33647,Petrol,Thane,Hyundai,Elite i20 Asta 1.2 AT,7,22.289586305278174,93750.0,4205.875
223000.0,27233,Petrol,Kolkata,Maruti Suzuki,Alto 800 Vxi,11,8.188294044209444,18583.333333333332,2269.4166666666665
1725000.0,28374,Petrol,Thane,Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],4,60.79295154185022,345000.0,5674.8
894999.9999999999,80500,Diesel,Delhi,Mahindra,Scorpio S6 Plus 1.99 Intelli-Hybrid,8,11.117874312120344,99444.44444444444,8944.444444444445
944999.9999999999,41417,Petrol,Bangalore,Volkswagen,Polo GT TSI,8,22.81616688396349,104999.99999999999,4601.888888888889
267000.0,23377,Petrol,Delhi,Maruti Suzuki,Alto 800 Vxi,10,11.420994097014287,24272.727272727272,2125.181818181818
850000.0,75126,Diesel,Hyderabad,Hyundai,Elite i20 Asta 1.4 (O) CRDi,7,11.314174664235228,106250.0,9390.75
949000.0,16700,Petrol,Ahmedabad,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],5,56.822944733848274,158166.66666666666,2783.3333333333335
699000.0,27429,Petrol,Kolkata,Honda,WR-V VX MT Petrol,6,25.483047757929274,99857.14285714286,3918.4285714285716
295000.0,40000,Petrol,Noida,Renault,Kwid RXL [2015-2019],7,7.37481562960926,36875.0,5000.0
475000.0,50945,Diesel,Hyderabad,Ford,Figo Duratorq Diesel Titanium 1.4,10,9.323597534644525,43181.818181818184,4631.363636363636
650000.0,9500,Petrol,Thane,Maruti Suzuki,Swift VXi [2014-2017],6,68.41385117356067,92857.14285714286,1357.142857142857
235000.0,107551,Petrol,Mumbai,Honda,Civic 1.8V MT,16,2.1849895864326094,13823.529411764706,6326.529411764706
327000.0,40110,Petrol,Kolkata,Maruti Suzuki,Swift VXi,13,8.152377153399318,23357.14285714286,2865.0
370000.0,60000,Petrol,Pallikarnai,Honda,Brio E MT,12,6.166563890601823,28461.53846153846,4615.384615384615
1251000.0,74009,Petrol,Mumbai,Honda,CR-V 2.4 AT,10,16.90312119983786,113727.27272727272,6728.090909090909
450000.0,11537,Petrol,Ahmedabad,Maruti Suzuki,S-Presso VXi,5,39.0015600624025,75000.0,1922.8333333333333
985000.0,15928,Petrol,Bangalore,Toyota,Glanza V CVT,4,61.83690124929374,197000.0,3185.6
850000.0,22601,Diesel,Hyderabad,Renault,Duster 85 PS RxL,7,37.607291390142464,106250.0,2825.125
712000.0,10658,Petrol,Pune,Maruti Suzuki,Ignis Alpha 1.2 MT,5,66.7980110704569,118666.66666666667,1776.3333333333333
556000.0,75044,CNG,Pune,Maruti Suzuki,Celerio VXi (O) CNG,5,7.408888000533014,92666.66666666667,12507.333333333334
1019999.9999999999,52000,Diesel,Thane,Ford,EcoSport Signature Edition Diesel,6,19.61500740370377,145714.2857142857,7428.571428571428
875000.0,43999,Petrol,Bangalore,Maruti Suzuki,Ciaz Zeta 1.4 MT,7,19.886363636363637,109375.0,5499.875
570000.0,92270,Petrol,Mumbai,Honda,Jazz VX Petrol,8,6.177455538576584,63333.333333333336,10252.222222222223
370000.0,77000,Petrol,Thane,Maruti Suzuki,Swift DZire VXI,13,4.805132400877911,26428.571428571428,5500.0
407000.0,39876,Petrol,Pune,Maruti Suzuki,Wagon R 1.0 VXI,9,10.206384632745692,40700.0,3987.6
330000.0,75430,CNG,Pune,Maruti Suzuki,Alto 800 Lxi CNG,10,4.374859142792751,30000.0,6857.272727272727
420000.0,20000,Petrol + 1,Thiruvallur,Maruti Suzuki,Alto K10 VXi,3,20.998950052497374,105000.0,5000.0
1150000.0,32000,Diesel,Bangalore,Maruti Suzuki,Vitara Brezza ZDi Plus AGS,6,35.936376988219116,164285.7142857143,4571.428571428572
535000.0,29000,Petrol,Hyderabad,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],9,18.44763973656081,53500.0,2900.0
645000.0,60273,Petrol,Hyderabad,Hyundai,i20 Active 1.2 S,9,10.701131499485681,64500.0,6027.3
450000.0,57000,Petrol,Thane,Honda,Amaze 1.2 S i-VTEC,10,7.894598340379994,40909.09090909091,5181.818181818182
1065000.0,3280,Petrol,Thane,Tata,Nexon XZ Plus (O),3,324.5961597074063,266250.0,820.0
645000.0,90293,Petrol,Mumbai,Toyota,Corolla Altis JS Petrol,10,7.143331782842714,58636.36363636364,8208.454545454546
395000.0,36000,Petrol,Thane,Maruti Suzuki,Swift DZire ZXI,12,10.97191744673759,30384.615384615383,2769.230769230769
349000.0,75619,Petrol,Chennai,Hyundai,i10 Magna 1.2 Kappa2,11,4.615181169002909,29083.333333333332,6301.583333333333
446000.0,36904,Petrol,Pune,Renault,Kwid RXT [2015-2019],4,12.085083322043083,89200.0,7380.8
542000.0,16304,Petrol,Kolkata,Maruti Suzuki,Swift VXi [2014-2017],7,33.24133701318614,67750.0,2038.0
944999.9999999999,43000,Petrol,Mumbai,Skoda,Octavia Elegance 1.8 TSI AT,10,21.976233110857883,85909.0909090909,3909.090909090909
1225000.0,20763,Petrol,Faridabad,Tata,Nexon XZA Plus (S),4,58.996339818917356,245000.0,4152.6
475000.0,38500,CNG,Thane,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],9,12.337341887223708,47500.0,3850.0
730000.0,41535,Diesel,Hyderabad,Mahindra,Thar CRDe 4x4 Non AC,8,17.5751155624037,81111.11111111111,4615.0
731000.0,24645,Petrol,Thane,Maruti Suzuki,Baleno Alpha 1.2,6,29.659985393167247,104428.57142857143,3520.714285714286
1513000.0,79000,Diesel,Ahmedabad,Audi,Q3 2.0 TDI quattro Premium Plus,10,19.151656308148,137545.45454545456,7181.818181818182
1155000.0,32031,Petrol,Mumbai,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],4,36.05769230769231,231000.0,6406.2
295000.0,65002,Petrol,Thane,Hyundai,i10 Sportz 1.2 AT Kappa2,12,4.5382520806732,22692.30769230769,5000.153846153846
1574000.0,39300,Diesel,Pune,Mahindra,XUV300 W8 1.5 Diesel,4,40.04987150454187,314800.0,7860.0
495000.0,25332,Petrol,Bangalore,Renault,Kwid 1.0 RXT AMT Opt [2016-2019],9,19.539730785931393,49500.0,2533.2
298000.0,24456,Petrol,Pune,Maruti Suzuki,Alto 800 Lxi,9,12.184650611276934,29800.0,2445.6
521000.0,32491,Petrol,Chennai,Hyundai,Grand i10 Asta 1.2 Kappa VTVT,8,16.03471623784316,57888.88888888889,3610.1111111111113
645000.0,12593,Petrol,Mumbai,Hyundai,Elite i20 Sportz 1.2,7,51.214864221057645,80625.0,1574.125
550000.0,34267,Petrol,Pune,Hyundai,Santro Sportz [2018-2020],6,16.04995914555854,78571.42857142857,4895.285714285715
482000.0,29855,Petrol,Delhi,Maruti Suzuki,Celerio ZXi AMT ABS,9,16.144158628081456,48200.0,2985.5
550000.0,15367,Petrol,Thane,Hyundai,i20 Active 1.2 S,10,35.78865174388339,50000.0,1397.0
894999.9999999999,14667,Petrol,Kolkata,Hyundai,Venue S 1.0 Petrol [2019-2020],6,61.017180256340325,127857.14285714284,2095.285714285714
549000.0,41990,Petrol,Kolkata,Hyundai,Verna 1.6 VTVT S,9,13.07423019218404,54900.0,4199.0
1425000.0,59000,Diesel,Hyderabad,Hyundai,Creta 1.6 SX,7,24.152133014694666,178125.0,7375.0
350000.0,48000,Diesel,Kolkata,Hyundai,Xcent S 1.1 CRDi (O),10,7.291514760109164,31818.18181818182,4363.636363636364
560000.0,17542,Petrol,Bangalore,Maruti Suzuki,Celerio ZXi AMT [2017-2019],7,31.921564156643676,70000.0,2192.75
899000.0,57702,Petrol,Bangalore,Skoda,Rapid Ambition 1.6 MPI AT,7,15.579779214252293,112375.0,7212.75
620000.0,42408,Petrol,Hyderabad,Honda,City 1.5 S AT,12,14.619538305548351,47692.307692307695,3262.153846153846
750000.0,19784,Petrol,Mumbai,Renault,Triber RXZ EASY-R AMT,5,37.90750568612585,125000.0,3297.3333333333335
599000.0,51000,Petrol,Kolkata,Honda,City VX CVT,9,11.744867747691222,59900.0,5100.0
861999.9999999999,75795,Diesel,Bangalore,Renault,Duster 85 PS Base 4X2 MT Diesel,7,11.372631801150455,107749.99999999999,9474.375
894999.9999999999,21367,Petrol,Bangalore,Maruti Suzuki,Baleno Alpha Automatic,7,41.88506177461624,111874.99999999999,2670.875
535000.0,41017,Petrol,Mumbai,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],10,13.043054268857574,48636.36363636364,3728.818181818182
524000.0,58184,Petrol,Pune,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],9,9.005757497636848,52400.0,5818.4
900000.0,31573,Petrol,Hyderabad,Maruti Suzuki,Ciaz Zeta 1.4 AT,7,28.504465699626273,112500.0,3946.625
1500000.0,4100,Electric,Mumbai,Tata,Nexon EV XZ Plus,3,365.764447695684,375000.0,1025.0
300000.0,100000,Diesel,Thiruvallur,Mahindra,Quanto C8,13,2.999970000299997,21428.571428571428,7142.857142857143
490000.00000000006,33100,Petrol,Ahmedabad,Tata,Tigor Buzz Petrol,7,14.803178151717473,61250.00000000001,4137.5
665000.0,19000,Petrol,Thane,Maruti Suzuki,Dzire VXi,7,34.99815799168465,83125.0,2375.0
991000.0,9300,Petrol,Ahmedabad,Honda,City V,3,106.54768304483389,247750.0,2325.0
733000.0,18631,Petrol,Pune,Hyundai,Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,6,39.34091884929154,104714.28571428571,2661.5714285714284
761000.0,12030,Diesel,Delhi,Hyundai,Tucson 2WD MT Diesel,4,63.25326240545258,152200.0,2406.0
779000.0,9889,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2 (O) [2016],9,78.76643073811931,77900.0,988.9
1950000.0,41000,Petrol,Chennai,Skoda,Octavia 1.8 TSI Style Plus AT [2017],6,47.55981561425331,278571.4285714286,5857.142857142857
1025000.0,69599,Diesel,Ahmedabad,Hyundai,Verna SX Plus 1.6 CRDi AT,8,14.727011494252874,113888.88888888889,7733.222222222223
376000.0,56322,Petrol,Delhi,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,11,6.675780764518936,31333.333333333332,4693.5
265000.0,24587,Petrol,Delhi,Hyundai,Santro Xing GL Plus,12,10.777615096795184,20384.615384615383,1891.3076923076924
975000.0,43398,Petrol,Thane,Hyundai,Creta SX Plus 1.6 Petrol,8,22.465955436761217,108333.33333333333,4822.0
900000.0,40000,Diesel,Kolkata,BMW,3 Series 320d Highline Sedan,14,22.499437514062148,60000.0,2666.6666666666665
687000.0,18512,Petrol,Pune,Maruti Suzuki,Wagon R 1.0 LXI ABS,4,37.109058499432834,137400.0,3702.4
369000.0,13046,Petrol,Kolkata,Maruti Suzuki,Alto 800 VXi,5,28.282363761784318,61500.0,2174.3333333333335
390000.0,73700,Petrol,Ahmedabad,Hyundai,i10 1.1L iRDE Magna Special Edition,11,5.291651402287622,32500.0,6141.666666666667
890000.0,6000,Petrol,Thane,Honda,WR-V VX MT Petrol,6,148.30861523079486,127142.85714285714,857.1428571428571
465000.00000000006,53776,Petrol,Thane,Hyundai,Elite i20 Magna 1.2,10,8.646819272179558,42272.72727272728,4888.727272727273
654000.0,61681,Diesel,Kolkata,Skoda,Rapid Style 1.5 TDI,8,10.602769041211374,72666.66666666667,6853.444444444444
351000.0,13045,Petrol,Delhi,Renault,Kwid RXL,6,26.904798405641575,50142.857142857145,1863.5714285714287
526000.0,98251,Diesel,Pune,Maruti Suzuki,Swift DZire ZDI,13,5.353580588690306,37571.42857142857,7017.928571428572
380000.0,52778,Petrol,Hyderabad,Renault,Kwid CLIMBER 1.0 [2017-2019],7,7.19983326701908,47500.0,6597.25
911000.0,45000,Petrol,Mumbai,Hyundai,Creta SX Plus 1.6 Petrol,9,20.24399457789827,91100.0,4500.0
625000.0,72000,Diesel,Ahmedabad,Nissan,Terrano XL (D),10,8.680434993958418,56818.181818181816,6545.454545454545
1975000.0,20999,Petrol,Bangalore,MG,Hector Sharp 1.5 Petrol CVT,4,94.04761904761905,395000.0,4199.8
315000.0,42000,Petrol,Thane,Maruti Suzuki,Ritz VXI BS-IV,13,7.499821432823028,22500.0,3000.0
859000.0,72255,Petrol,Chennai,Maruti Suzuki,Vitara Brezza VXi,5,11.888286093888397,143166.66666666666,12042.5
1002999.9999999999,48529,Petrol,Pune,Hyundai,Creta 1.6 S Petrol,8,20.667628271172468,111444.44444444444,5392.111111111111
673000.0,55056,Petrol,Bangalore,Honda,Jazz S Petrol,8,12.223695442904626,74777.77777777778,6117.333333333333
570000.0,56816,Diesel,Thane,Renault,Duster 110 PS RxZ Diesel,11,10.032208669940335,47500.0,4734.666666666667
1190000.0,12587,Petrol,Ahmedabad,Maruti Suzuki,Ertiga ZXi AT,4,94.53447727994916,238000.0,2517.4
1850000.0,56967,Diesel,Hyderabad,Toyota,Innova Crysta 2.8 GX AT 8 STR [2016-2020],8,32.4743715770257,205555.55555555556,6329.666666666667
549000.0,5485,Petrol,Pune,Renault,Kwid Neotech RXL,4,100.0729128691214,109800.0,1097.0
675000.0,51720,Diesel,Kolkata,Renault,Captur Platine Mono Diesel,6,13.050791748032713,96428.57142857143,7388.571428571428
518000.0,29944,Petrol,Pune,Hyundai,Santro Sportz AMT [2018-2020],7,17.298380364000668,64750.0,3743.0
750000.0,16339,Petrol,Kolkata,Hyundai,Verna 1.6 VTVT SX,7,45.899632802937575,93750.0,2042.375
985000.0,93500,Diesel,Hyderabad,Maruti Suzuki,Vitara Brezza ZDi Plus AGS,7,10.534646688270714,123125.0,11687.5
941000.0,20678,Diesel,Thane,Tata,Nexon XMA Diesel,6,45.50510179409062,134428.57142857142,2954.0
695000.0,31605,Petrol,Thane,Honda,City S Petrol,8,21.98949566537999,77222.22222222222,3511.6666666666665
1383000.0,14512,Diesel,Hyderabad,Hyundai,Verna SX (O) 1.5 CRDi,4,95.29387445738304,276600.0,2902.4
319000.0,24993,Petrol,Delhi,Maruti Suzuki,Alto 800 Lxi,7,12.763063135152436,39875.0,3124.125
490000.00000000006,53830,Petrol,Ahmedabad,Maruti Suzuki,Wagon R 1.0 VXI AMT,7,9.102561720941466,61250.00000000001,6728.75
1150000.0,72000,Diesel,Hyderabad,Mahindra,XUV300 1.5 W8 (O) [2019-2020],7,15.972000388883488,143750.0,9000.0
550000.0,49223,Petrol,Hyderabad,Ford,Figo Titanium 1.5 Ti-VCT AT,9,11.173411344059808,55000.0,4922.3
639000.0,32210,Petrol,Bangalore,Tata,Tiago Revotron XZ Plus,7,19.837943559653535,79875.0,4026.25
819999.9999999999,27963,Petrol,Delhi,Honda,WR-V VX MT Petrol,7,29.323415820340433,102499.99999999999,3495.375
459999.99999999994,65000,Petrol,Ambattur,Honda,Amaze 1.2 SX i-VTEC,11,7.076814202858417,38333.33333333333,5416.666666666667
950000.0,99941,Diesel,Ahmedabad,Mercedes-Benz,C-Class 250 CDI Avantagarde,13,9.50551319765464,67857.14285714286,7138.642857142857
484999.99999999994,74000,Diesel,Thane,Ford,EcoSport Titanium 1.5 TDCi,12,6.553965486952878,37307.692307692305,5692.307692307692
370000.0,76256,Petrol,Kolkata,Maruti Suzuki,Swift VXi,10,4.85201358563804,33636.36363636364,6932.363636363636
525000.0,41240,Petrol,Mumbai,Maruti Suzuki,Ignis Alpha 1.2 MT,8,12.730050192769331,58333.333333333336,4582.222222222223
1692000.0000000002,23409,Petrol,Pune,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],6,72.27680478428023,241714.28571428574,3344.1428571428573
1395000.0,55910,Diesel,Bangalore,Mercedes-Benz,C-Class 250 CDI Avantagarde,12,24.950367548425177,107307.69230769231,4300.7692307692305
479000.0,38345,Petrol,Pune,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,9,12.491524539717311,47900.0,3834.5
1350000.0,73342,Diesel,Mumbai,Mahindra,XUV500 W7 [2018-2020],5,18.406664576033158,225000.0,12223.666666666666
851000.0,17500,Petrol,Ahmedabad,Honda,Amaze 1.2 V CVT Petrol [2018-2020],4,48.625792811839325,170200.0,3500.0
1491000.0,23113,Petrol,Bangalore,Kia,Seltos GTX Plus 1.4 [2020-2021],6,64.50635978195034,213000.0,3301.8571428571427
415000.00000000006,32064,Petrol,Pune,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],11,12.942460626851709,34583.333333333336,2672.0
637000.0,76203,Petrol,Chennai,Maruti Suzuki,Dzire ZXi Plus AMT,8,8.359141252427694,70777.77777777778,8467.0
476999.99999999994,27448,Petrol,Kolkata,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,6,17.377682247076393,68142.85714285713,3921.1428571428573
509999.99999999994,30858,Petrol,Hyderabad,Hyundai,Santro Magna [2018-2020],6,16.52678311027577,72857.14285714286,4408.285714285715
550000.0,48000,Petrol,Thane,Maruti Suzuki,Swift Dzire VXI,9,11.458094623028687,55000.0,4800.0
320000.0,36500,Petrol,Ahmedabad,Hyundai,i10 Sportz 1.2 AT Kappa2,14,8.766883099093176,21333.333333333332,2433.3333333333335
524000.0,34039,CNG,Pune,Maruti Suzuki,Celerio VXi CNG [2017-2019],7,15.393654524089307,65500.0,4254.875
536000.0,24062,Petrol,Kolkata,Hyundai,Elite i20 Magna Executive 1.2,7,22.27486182105307,67000.0,3007.75
1611000.0,46301,Diesel,Mumbai,MG,Hector Sharp 2.0 Diesel [2019-2020],6,34.79331346378126,230142.85714285713,6614.428571428572
1698999.9999999998,3590,Petrol,Bangalore,Mahindra,Thar LX Hard Top Petrol MT,3,473.1272626009467,424749.99999999994,897.5
778000.0,8423,CNG,Pune,Hyundai,Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],4,92.35517568850902,155600.0,1684.6
345000.0,78800,Petrol,Thane,Volkswagen,Polo Comfortline 1.2L (P),12,4.3781170289717135,26538.46153846154,6061.538461538462
745000.0,46023,Petrol,Mumbai,Maruti Suzuki,Ciaz Sigma 1.4 MT,7,16.187206674778377,93125.0,5752.875
675000.0,47000,Petrol,Ahmedabad,Hyundai,Verna 1.6 VTVT SX,8,14.36139656603051,75000.0,5222.222222222223
683000.0,18352,Petrol,Delhi,Hyundai,Elite i20 Asta 1.2 (O) [2016],8,37.21462431210156,75888.88888888889,2039.111111111111
459999.99999999994,70000,Petrol,Thane,Honda,Amaze 1.2 VX i-VTEC,10,6.571334695218639,41818.181818181816,6363.636363636364
1475000.0,12000,Petrol,Delhi,MG,Astor Savvy 1.5 CVT S Red,4,122.90642446462795,295000.0,2400.0
875000.0,36422,Diesel,Mumbai,Maruti Suzuki,Vitara Brezza VDi,6,24.02328199214782,125000.0,5203.142857142857
565000.0,86593,Petrol,Bangalore,Honda,City 1.5 V MT Sunroof,13,6.524701480472088,40357.142857142855,6185.214285714285
250000.0,34000,Petrol,Thane,Hyundai,Eon Era +,12,7.352724919855298,19230.76923076923,2615.3846153846152
685000.0,48504,Petrol,Mumbai,Ford,EcoSport Titanium 1.5L Ti-VCT AT,9,14.122255437583755,68500.0,4850.4
564000.0,12463,Petrol,Chennai,Maruti Suzuki,Swift LXi,5,45.25032092426187,94000.0,2077.1666666666665
299000.0,54923,Petrol,Pune,Maruti Suzuki,Alto 800 Lxi,8,5.443886097152429,33222.22222222222,6102.555555555556
305000.0,52000,Petrol,Thane,Honda,Brio S MT,12,5.865271821695736,23461.53846153846,4000.0
1499000.0,53075,Diesel,Bangalore,Mahindra,XUV500 W10 AT,8,28.242520159770894,166555.55555555556,5897.222222222223
391000.0,18705,Petrol,Delhi,Maruti Suzuki,Wagon R 1.0 LXI,8,20.902384261734202,43444.444444444445,2078.3333333333335
690000.0,69000,Diesel,Ahmedabad,Maruti Suzuki,Swift Dzire ZDI AMT,8,9.999855074564136,76666.66666666667,7666.666666666667
770000.0,71250,Diesel,Hyderabad,Maruti Suzuki,Dzire ZDi Plus,8,10.806865868549213,85555.55555555556,7916.666666666667
1920000.0,18583,Petrol,Thane,Hyundai,Creta Facelift 1.4 Turbo Petrol DCT,3,103.31467929401636,480000.0,4645.75
950000.0,117859,Diesel,Hyderabad,Maruti Suzuki,Vitara Brezza ZDi Plus,8,8.060410656711353,105555.55555555556,13095.444444444445
575000.0,67000,Petrol,Hyderabad,Hyundai,Elite i20 Magna 1.2,10,8.581961463261742,52272.72727272727,6090.909090909091
483000.0,57052,Petrol,Kolkata,Maruti Suzuki,Baleno Zeta 1.2,9,8.465812490140745,48300.0,5705.2
1975000.0,75000,Diesel,Ahmedabad,Toyota,Innova Crysta 2.8 ZX AT 7 STR [2016-2020],7,26.332982226903642,246875.0,9375.0
1090000.0,71395,Petrol,Mumbai,Hyundai,Elantra SX (O) 2.0 AT,9,15.266961734550955,109000.0,7139.5
389000.0,24550,Petrol,Pune,Maruti Suzuki,Alto K10 VXi AMT [2014-2018],9,15.844568449350332,38900.0,2455.0
590000.0,28000,Petrol,Ahmedabad,Volkswagen,Ameo Comfortline 1.0L (P),6,21.070676047284024,84285.71428571429,4000.0
634000.0,8087,Petrol,Kolkata,Maruti Suzuki,Dzire ZXi,6,78.38773491592482,90571.42857142857,1155.2857142857142
445000.0,88000,Petrol,Mumbai,Volkswagen,Vento Highline Petrol,11,5.0567607186281975,37083.333333333336,7333.333333333333
745000.0,26438,Petrol,Thane,Tata,Nexon XMA Petrol,6,28.17807027497258,106428.57142857143,3776.8571428571427
996000.0000000001,71420,Petrol,Chennai,Honda,City V CVT Petrol [2017-2019],7,13.945478220691395,124500.00000000001,8927.5
1117000.0,21052,Petrol,Pune,Maruti Suzuki,Vitara Brezza ZXi Plus AT SHVS,5,53.05657150999858,186166.66666666666,3508.6666666666665
885000.0,43417,Petrol,Mumbai,Honda,City V CVT Petrol [2017-2019],8,20.383251186143994,98333.33333333333,4824.111111111111
325000.0,75100,Petrol,Delhi,Maruti Suzuki,Swift DZire VXI,13,4.327505625757314,23214.285714285714,5364.285714285715
450000.0,21996,Petrol,Ahmedabad,Honda,Brio S MT,9,20.457335091148792,45000.0,2199.6
299000.0,37796,Petrol,Pune,Maruti Suzuki,Alto 800 Lxi,9,7.91068074185782,29900.0,3779.6
1866000.0,32000,Hybrid,Pallikarnai,MG,Hector Sharp 1.5 Petrol Turbo Hybrid MT,3,58.31067779131902,466500.0,8000.0
880000.0000000001,40904,Petrol,Hyderabad,Maruti Suzuki,Dzire ZXi Plus AMT,5,21.51326243735485,146666.6666666667,6817.333333333333
415000.00000000006,43000,Diesel,Thane,Hyundai,Grand i10 Magna 1.1 CRDi [2016-2017],10,9.650938350270925,37727.272727272735,3909.090909090909
295000.0,80173,CNG,Mumbai,Maruti Suzuki,Wagon R 1.0 LXi CNG,13,3.6794970938209395,21071.428571428572,5726.642857142857
379000.0,18512,Petrol,Bangalore,Maruti Suzuki,Alto 800 Vxi,7,20.472100686004428,47375.0,2314.0
625000.0,73000,Petrol,Ahmedabad,Honda,City V,9,8.561526554430761,62500.0,7300.0
689000.0,1064,CNG,Pune,Maruti Suzuki,Celerio VXi CNG,3,646.9483568075117,172250.0,266.0
409999.99999999994,37000,Petrol + 1,Thiruvallur,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],8,11.080781600497282,45555.55555555555,4111.111111111111
486000.00000000006,60600,Petrol,Chennai,Hyundai,Santro Sportz [2018-2020],6,8.019669642415142,69428.57142857143,8657.142857142857
495000.0,21344,Petrol,Mumbai,Hyundai,Elite i20 Sportz 1.2 [2016-2017],9,23.190442726633872,49500.0,2134.4
1285000.0,82899,Diesel,Mumbai,Hyundai,Creta SX 1.6 AT CRDi,7,15.500603136308806,160625.0,10362.375
450000.0,29192,Petrol,Kolkata,Maruti Suzuki,Celerio X Zxi (O) AMT [2017-2019],7,15.41465419792416,56250.0,3649.0
364000.0,11363,Petrol,Kolkata,Maruti Suzuki,Celerio VXi,10,32.03097500879972,33090.90909090909,1033.0
250000.0,77050,CNG,Ahmedabad,Maruti Suzuki,Wagon R 1.0 LXi CNG,14,3.244604223176857,16666.666666666668,5136.666666666667
525000.0,24051,Petrol,Thane,Tata,Tiago Revotron XZA,7,21.827706635622818,65625.0,3006.375
1375000.0,75811,Diesel,Bangalore,Mahindra,XUV500 W10,9,18.136970400464307,137500.0,7581.1
465000.00000000006,45412,Petrol,Mumbai,Tata,Tiago Revotron XZ,8,10.239358773919363,51666.66666666667,5045.777777777777
1580000.0,115000,Diesel,Delhi,Toyota,Innova Crysta 2.8 GX AT 7 STR [2016-2020],7,13.739010965122043,197500.0,14375.0
730000.0,90251,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,7,8.088463413553162,91250.0,11281.375
359000.0,28518,Petrol,Kolkata,Maruti Suzuki,Wagon R 1.0 VXI,9,12.5880991619622,35900.0,2851.8
175000.0,114000,Petrol + 1,Pallikarnai,Ford,Fiesta Exi 1.6 Duratec Ltd,16,1.5350742537346163,10294.117647058823,6705.882352941177
428000.0,12902,Petrol,Kolkata,Maruti Suzuki,Swift DZire VXI,11,33.17058048515849,35666.666666666664,1075.1666666666667
844999.9999999999,62769,Diesel,Mumbai,Maruti Suzuki,Vitara Brezza ZDi,7,13.461844830332959,105624.99999999999,7846.125
349000.0,52242,Diesel,Kolkata,Hyundai,Grand i10 Sports Edition 1.1 CRDi,10,6.680320808529372,31727.272727272728,4749.272727272727
1024000.0,9838,Petrol,Pune,Honda,Jazz ZX CVT,4,104.07561744079683,204800.0,1967.6
475000.0,12000,Petrol,Mumbai,Renault,Kwid Neotech RXL,4,39.58003499708358,95000.0,2400.0
775000.0,76275,Petrol,Mumbai,Honda,BR-V V CVT Petrol,9,10.160469872568042,77500.0,7627.5
765000.0,29500,Petrol,Thane,Honda,City V Petrol [2017-2019],8,25.931324361886038,85000.0,3277.777777777778
670000.0,25000,Petrol,Thiruvallur,Renault,Triber RXZ,5,26.798928042878284,111666.66666666667,4166.666666666667
463999.99999999994,13889,Petrol,Pune,Maruti Suzuki,Wagon R 1.0 VXI,8,33.40532757379409,51555.55555555555,1543.2222222222222
575000.0,29208,Diesel,Ahmedabad,Nissan,Sunny XL D,8,19.685713307542194,63888.88888888889,3245.3333333333335
315000.0,62000,Petrol,Thane,Volkswagen,Vento Trendline Petrol,14,5.080563216722311,21000.0,4133.333333333333
350000.0,26700,Petrol,Ahmedabad,Hyundai,Eon Era +,8,13.1081232912625,38888.88888888889,2966.6666666666665
530000.0,41217,Petrol,Mumbai,Honda,Jazz V Petrol,9,12.858459896161872,53000.0,4121.7
750000.0,56747,Petrol,Thane,Hyundai,Creta SX Plus 1.6 Petrol,10,13.216324804398393,68181.81818181818,5158.818181818182
553000.0,51765,CNG,Delhi,Maruti Suzuki,Wagon R LXi 1.0 CNG,5,10.682687478267589,92166.66666666667,8627.5
465000.00000000006,54000,Petrol,Mumbai,Honda,Amaze 1.2 VX AT i-VTEC,11,8.610951649043537,38750.00000000001,4500.0
484999.99999999994,25000,Petrol,Ahmedabad,Hyundai,Santro Sportz [2018-2020],6,19.399224031038756,69285.71428571428,3571.4285714285716
