car_price,kilometers_driven,fuel_type,city,Company,Model,Age
769000.0,46232.0,Petrol,Bangalore,Maruti Suzuki,Dzire VXi AMT,7
769000.0,63839.0,Diesel,Bangalore,Nissan,Terrano XL (D),9
769000.0,35731.0,Petrol,Bangalore,Maruti Suzuki,Ciaz Alpha 1.4 MT,8
767000.0,18490.0,Petrol,Chennai,Hyundai,Elite i20 Asta 1.2 (O) [2019-2020],6
765000.0,18236.0,Petrol,Thane,Maruti Suzuki,Swift VXi AMT,4
765000.0,29500.0,Petrol,Thane,Honda,City V Petrol [2017-2019],8
765000.0,60240.0,Petrol,Bangalore,Volkswagen,Vento Comfortline Petrol AT,10
765000.0,19000.0,Petrol,Mumbai,Renault,Triber RXZ [2019-2020],4
764000.0,15805.0,Diesel,Bangalore,Maruti Suzuki,Dzire ZDi AMT,7
761000.0,12030.0,Diesel,Delhi,Hyundai,Tucson 2WD MT Diesel,4
761000.0,12030.0,Diesel,Delhi,Hyundai,Tucson 2WD MT Diesel,4
760000.0,79938.0,Petrol,Thane,Honda,City V Petrol [2017-2019],8
760000.0,73994.0,Diesel,Hyderabad,Maruti Suzuki,S-Cross Alpha 1.3,9
760000.0,23600.0,Petrol,Chennai,Renault,Triber RXZ EASY-R AMT,5
759000.0,46900.0,Petrol,Bangalore,Ford,EcoSport Titanium 1.5L Ti-VCT,7
755000.0,67067.0,Petrol,Mumbai,Toyota,Yaris G CVT [2018-2020],7
752000.0,28800.0,Petrol,Ahmedabad,Maruti Suzuki,Ciaz Zeta 1.4 AT,8
750000.0,65000.0,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,7
750000.0,19784.0,Petrol,Mumbai,Renault,Triber RXZ EASY-R AMT,5
750000.0,16339.0,Petrol,Kolkata,Hyundai,Verna 1.6 VTVT SX,7
750000.0,49419.0,Petrol,Thane,Honda,City VX CVT,9
750000.0,56747.0,Petrol,Thane,Hyundai,Creta SX Plus 1.6 Petrol,10
750000.0,46399.0,Petrol,Mumbai,Honda,City VX CVT,10
750000.0,52157.0,Diesel,Hyderabad,Ford,EcoSport Titanium+ 1.5L TDCi Black Edition,9
750000.0,21523.0,Petrol,Hyderabad,Maruti Suzuki,Swift ZXi AMT [2018-2019],7
750000.0,33647.0,Petrol,Thane,Hyundai,Elite i20 Asta 1.2 AT,7
750000.0,19784.0,Petrol,Mumbai,Renault,Triber RXZ EASY-R AMT,5
750000.0,147421.0,Diesel,Bangalore,Mahindra,XUV500 W8,13
750000.0,48900.0,Petrol,Ahmedabad,Honda,City VX CVT,10
749000.0,93494.0,Petrol,Kolkata,Hyundai,Verna 1.6 VTVT SX (O),6
749000.0,53197.0,Petrol,Bangalore,Maruti Suzuki,Ciaz Delta 1.4 AT,8
745000.0,122924.0,Diesel,Hyderabad,Mahindra,TUV300 T8,8
745000.0,46023.0,Petrol,Mumbai,Maruti Suzuki,Ciaz Sigma 1.4 MT,7
745000.0,62461.0,Petrol,Mumbai,Hyundai,Creta 1.6 S Petrol,9
745000.0,42218.0,Petrol,Mumbai,Honda,City VX,9
745000.0,26450.0,Petrol,Pune,Maruti Suzuki,Dzire ZXi Plus,6
745000.0,59233.0,Petrol,Noida,Hyundai,Creta 1.6 E Petrol,10
745000.0,26438.0,Petrol,Thane,Tata,Nexon XMA Petrol,6
745000.0,117048.0,Diesel,Hyderabad,Skoda,Rapid Ambition 1.6 TDI CR MT,9
745000.0,41528.0,Petrol,Bangalore,Maruti Suzuki,Swift VXi AMT [2018-2019],7
745000.0,33246.0,Petrol,Mumbai,Honda,City V Petrol [2017-2019],8
745000.0,49908.0,Diesel,Mumbai,Maruti Suzuki,Ciaz Delta 1.3 Diesel,7
745000.0,40579.0,Diesel,Delhi,Maruti Suzuki,Vitara Brezza ZDi,7
740000.0,42000.0,Diesel,Thane,Maruti Suzuki,Vitara Brezza VDi,9
740000.0,48279.0,Petrol,Mumbai,Maruti Suzuki,Ciaz Delta 1.4 AT,8
740000.0,83555.0,Diesel,Hyderabad,Mahindra,XUV500 W8,12
739000.0,42400.0,Diesel,Bangalore,Maruti Suzuki,Baleno Zeta 1.3,8
739000.0,19266.0,Petrol,Hyderabad,Hyundai,Elite i20 Asta 1.2 (O) [2016],8
737000.0,5918.0,Petrol,Chennai,Tata,Altroz XT Petrol,4
735000.0,51425.0,Petrol,Ahmedabad,Honda,WR-V VX MT Petrol,7
735000.0,5288.0,Petrol,Thane,Maruti Suzuki,Baleno Zeta 1.2,5
735000.0,82953.0,Petrol,Chennai,Honda,City VX CVT,9
735000.0,46993.0,Petrol,Thane,Maruti Suzuki,Ciaz Alpha 1.4 AT,8
735000.0,66684.0,Petrol,Mumbai,Honda,City VX CVT,10
735000.0,82953.0,Petrol,Chennai,Honda,City VX CVT,9
735000.0,32740.0,Petrol,Pune,Maruti Suzuki,Dzire ZXi AMT,8
735000.0,69812.0,Diesel,Delhi,Maruti Suzuki,Vitara Brezza VDi,7
734000.0,18619.0,Petrol,Pune,Maruti Suzuki,Swift ZXi,6
733000.0,18631.0,Petrol,Pune,Hyundai,Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,6
733000.0,18631.0,Petrol,Pune,Hyundai,Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,6
731000.0,37799.0,Petrol,Thane,Maruti Suzuki,Ciaz ZXI+,8
731000.0,24645.0,Petrol,Thane,Maruti Suzuki,Baleno Alpha 1.2,6
730000.0,58238.0,Diesel,Hyderabad,Maruti Suzuki,Baleno Zeta 1.3,8
730000.0,59053.0,Petrol,Ahmedabad,Honda,City V CVT Petrol [2017-2019],8
730000.0,41535.0,Diesel,Hyderabad,Mahindra,Thar CRDe 4x4 Non AC,8
730000.0,46354.0,Diesel,Hyderabad,Volkswagen,Polo Comfortline 1.5L (D),7
730000.0,17385.0,Petrol,Pune,Hyundai,Aura SX 1.2 (O) Petrol,5
730000.0,90251.0,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,7
730000.0,120000.0,Diesel,Hyderabad,Maruti Suzuki,Ertiga VDi,10
729000.0,33863.0,Petrol,Bangalore,Hyundai,Grand i10 Nios Sportz 1.2 Kappa VTVT,4
729000.0,39439.0,Petrol,Bangalore,Maruti Suzuki,Dzire VXi AMT,7
729000.0,39439.0,Petrol,Bangalore,Maruti Suzuki,Dzire VXi AMT,7
725000.0,101330.0,Diesel,Pune,Toyota,Innova 2.5 G 7 STR BS-IV,13
725000.0,48146.0,Petrol,Mumbai,Honda,City VX CVT,10
725000.0,45745.0,Petrol,Hyderabad,Maruti Suzuki,Swift VXi AMT [2018-2019],5
725000.0,45689.0,Petrol,Mumbai,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,9
725000.0,18590.0,Alternative Fuel,Thane,Hyundai,Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,4
725000.0,12252.0,Petrol,Mumbai,Maruti Suzuki,Baleno Zeta 1.2,5
725000.0,33000.0,Petrol,Ahmedabad,Honda,City S Petrol,8
725000.0,11874.0,Petrol,Thane,Maruti Suzuki,Swift ZXi AMT [2018-2019],6
725000.0,45000.0,Petrol,Hyderabad,Maruti Suzuki,Baleno Delta 1.2 AT,5
725000.0,27222.0,Petrol,Mumbai,Honda,Jazz V AT Petrol,7
725000.0,45982.0,Petrol,Bangalore,Honda,Amaze 1.2 V MT Petrol [2018-2020],7
725000.0,7050.0,Diesel,Thane,Maruti Suzuki,Dzire VDi,7
725000.0,57994.0,Diesel,Hyderabad,Mahindra,Bolero Power Plus ZLX [2016-2019],8
724000.0,15777.0,Petrol,Kolkata,Mahindra,XUV300 1.2 W6 [2019-2019],4
723000.0,13825.0,Petrol,Pune,Hyundai,Elite i20 Sportz 1.2 [2016-2017],6
721000.0,69161.0,Alternative Fuel,Mumbai,Maruti Suzuki,Ertiga Vxi CNG,10
721000.0,53864.0,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2,7
720000.0,55000.0,Alternative Fuel,Thane,Maruti Suzuki,Ertiga VXI CNG,9
719000.0,15443.0,Petrol,Delhi,Ford,EcoSport Titanium 1.5L Ti-VCT,8
719000.0,19921.0,Petrol,Pune,Maruti Suzuki,Baleno Delta 1.2,6
717000.0,20454.0,Petrol,Chennai,Hyundai,Elite i20 Asta 1.2 (O) [2019-2020],7
715000.0,22217.0,Petrol,Ahmedabad,Maruti Suzuki,Ciaz S 1.4 MT,8
715000.0,14000.0,Petrol,Thane,Hyundai,Elite i20 Asta 1.2 Dual Tone,7
715000.0,24783.0,Petrol,Kolkata,Maruti Suzuki,Swift ZXi Plus,4
715000.0,81325.0,Diesel,Kolkata,Skoda,Rapid Style 1.5 TDI AT,9
715000.0,112000.0,Alternative Fuel,Thane,Maruti Suzuki,Ertiga Vxi CNG,11
712000.0,10658.0,Petrol,Pune,Maruti Suzuki,Ignis Alpha 1.2 MT,5
712000.0,24736.0,Petrol,Pune,Hyundai,Grand i10 Nios Magna 1.2 Kappa VTVT,5
711000.0,69886.0,Petrol,Mumbai,Maruti Suzuki,Baleno Alpha 1.2,6
711000.0,69886.0,Petrol,Mumbai,Maruti Suzuki,Baleno Alpha 1.2,6
710000.0,48000.0,Petrol,Hyderabad,Hyundai,Elite i20 Sportz 1.2,7
709000.0,21187.0,Alternative Fuel,Pune,Hyundai,Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,4
709000.0,15122.0,Petrol,Chennai,Tata,Tigor Revotron XZ,4
708000.0,69553.0,Petrol,Chennai,Toyota,Glanza G,6
706000.0,33530.0,Petrol,Chennai,Tata,Altroz XT Petrol,5
704000.0,28151.0,Petrol,Delhi,Maruti Suzuki,Swift VXi AMT,6
704000.0,28151.0,Petrol,Delhi,Maruti Suzuki,Swift VXi AMT,6
702000.0,27117.0,Diesel,Delhi,Ford,EcoSport Titanium 1.5L TDCi,8
700000.0,12000.0,Petrol,Hyderabad,Mahindra,KUV100 NXT K8 6 STR [2017-2020],5
700000.0,86908.0,Diesel,Thane,Maruti Suzuki,Vitara Brezza VDi,9
700000.0,11000.0,Petrol,Chennai,Maruti Suzuki,Swift LXi Special Edition,6
700000.0,68183.0,Petrol,Bangalore,Maruti Suzuki,Swift ZXi AMT [2018-2019],7
700000.0,93682.0,Petrol,Hyderabad,Volkswagen,Vento Highline Petrol,10
6995000.0,37648.0,Diesel,Bangalore,Audi,Q7 45 TDI Technology Pack,7
6975000.0,22000.0,Diesel,Ahmedabad,BMW,7 Series 730Ld,8
6900000.0,18000.0,Diesel,Ahmedabad,Mercedes-Benz,S-Class S 350 CDI,8
6898999.999999999,3999.0,Petrol,Bangalore,Mercedes-Benz,E-Class E 200,5
6800000.0,88000.0,Diesel,Hyderabad,Mercedes-Benz,GLS 350 d,7
6800000.0,9664.0,Petrol,Mumbai,BMW,5 Series 530i M Sport [2019-2019],3
6600000.0,16785.0,Petrol,Bangalore,Mercedes-Benz,GLC 200 Progressive,4
6500000.0,27340.0,Petrol,Hyderabad,Jeep,Wrangler Rubicon,4
6498999.999999999,6563.0,Diesel,Kolkata,Mercedes-Benz,GLC 220d 4MATIC Progressive,3
6450000.0,2000.0,Petrol,Chennai,Mercedes-Benz,AMG GLA35 4MATIC,3
6400000.0,8500.0,Petrol,Ahmedabad,Land Rover,Discovery Sport SE R-Dynamic Petrol,4
6300000.0,59348.0,Diesel,Mumbai,Mercedes-Benz,GLS 350 d,8
6250000.0,13600.0,Diesel,Ahmedabad,BMW,X4 xDrive20d M Sport X [2019-2020],5
6175000.0,19070.0,Diesel,Bangalore,Mercedes-Benz,E-Class E 220 d Avantgarde,6
6150000.0,40000.0,Diesel,Ahmedabad,Audi,Q7 45 TDI Technology Pack,8
6100000.0,1600.0,Petrol,Mumbai,Mercedes-Benz,AMG GLA35 4MATIC,4
6000000.0,17500.0,Diesel,Ahmedabad,Mercedes-Benz,E-Class E 220 d Avantgarde,5
699000.0,39200.0,Petrol,Bangalore,Volkswagen,Polo Highline1.2L (P),9
699000.0,30610.0,Petrol,Ahmedabad,Honda,Jazz VX CVT Petrol,6
699000.0,13127.0,Petrol,Kolkata,Maruti Suzuki,Baleno Zeta 1.2,4
699000.0,15400.0,Petrol,Bangalore,Maruti Suzuki,Swift VXi [2014-2017],7
699000.0,7506.0,Petrol,Bangalore,Maruti Suzuki,Wagon R ZXI 1.2 AGS,5
699000.0,50244.0,Petrol,Bangalore,Renault,Duster RXL Petrol,8
699000.0,27429.0,Petrol,Kolkata,Honda,WR-V VX MT Petrol,6
699000.0,60132.0,Diesel,Bangalore,Maruti Suzuki,Baleno Sigma 1.3,7
697000.0,43152.0,Petrol,Pune,Maruti Suzuki,Ciaz Sigma 1.4 MT,8
696000.0,14895.0,Petrol,Pune,Maruti Suzuki,Dzire VXi AMT,7
695000.0,75000.0,Petrol,Thane,Toyota,Corolla Altis G Petrol,10
695000.0,46027.0,Petrol,Hyderabad,Maruti Suzuki,Swift VXi [2014-2017],6
695000.0,51292.0,Petrol,Thane,Honda,City S Petrol,8
695000.0,67269.0,Petrol,Mumbai,Skoda,Rapid 1.6 MPI Ambition Plus AT,8
695000.0,101000.0,Diesel,Thane,Hyundai,Elite i20 Asta 1.4 CRDI,10
695000.0,23671.0,Petrol,Bangalore,Hyundai,Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],7
695000.0,31605.0,Petrol,Thane,Honda,City S Petrol,8
695000.0,27239.0,Petrol,Thane,Volkswagen,Polo GT TSI,9
695000.0,50000.0,Petrol,Thane,Maruti Suzuki,Swift ZXi,4
695000.0,45000.0,Petrol,Thane,Maruti Suzuki,Ciaz ZXI+,9
695000.0,30902.0,Petrol,Mumbai,Honda,WR-V VX MT Petrol,8
690000.0,25000.0,Petrol,Delhi,Maruti Suzuki,Dzire VXi AMT,5
690000.0,40244.0,Petrol,Mumbai,Maruti Suzuki,Baleno Alpha 1.2,7
690000.0,690000.0,Petrol,Thane,Maruti Suzuki,Baleno Zeta Automatic,7
690000.0,45000.0,Petrol,Ahmedabad,Honda,City SV CVT,10
690000.0,69000.0,Diesel,Ahmedabad,Maruti Suzuki,Swift Dzire ZDI AMT,8
690000.0,45000.0,Petrol,Ahmedabad,Hyundai,Elite i20 Magna Executive 1.2,7
690000.0,51500.0,Petrol,Ahmedabad,Maruti Suzuki,Dzire ZXi AMT,6
690000.0,34000.0,Petrol,Mumbai,Renault,Captur RXT Petrol Dual Tone,7
690000.0,21769.0,Petrol,Mumbai,Maruti Suzuki,Baleno Zeta 1.2 AT,8
690000.0,45000.0,Petrol,Ahmedabad,Hyundai,Elite i20 Magna Executive 1.2,7
690000.0,37000.0,Petrol,Ahmedabad,Ford,EcoSport Titanium 1.5L Ti-VCT AT,9
690000.0,83000.0,Diesel,Ahmedabad,Ford,EcoSport Titanium + 1.5L TDCi,9
690000.0,74655.0,Petrol,Chennai,Hyundai,i20 Active 1.2 SX,9
690000.0,16449.0,Petrol,Kolkata,Tata,Nexon XT [2017-2019],7
689000.0,34088.0,Petrol,Bangalore,Maruti Suzuki,Swift VXi ABS,8
689000.0,1064.0,Alternative Fuel,Pune,Maruti Suzuki,Celerio VXi CNG,3
689000.0,31968.0,Petrol,Delhi,Maruti Suzuki,Baleno Alpha 1.2,7
687000.0,18512.0,Petrol,Pune,Maruti Suzuki,Wagon R 1.0 LXI ABS,4
687000.0,19225.0,Alternative Fuel,Pune,Maruti Suzuki,Wagon R LXi 1.0 CNG,4
687000.0,33823.0,Petrol,Delhi,Maruti Suzuki,Ciaz Delta 1.4 MT,8
687000.0,41055.0,Petrol,Delhi,Hyundai,Elite i20 Sportz 1.2 [2016-2017],6
687000.0,33823.0,Petrol,Delhi,Maruti Suzuki,Ciaz Delta 1.4 MT,8
686000.0,21880.0,Petrol,Delhi,Maruti Suzuki,Ciaz S 1.4 MT,7
686000.0,21880.0,Petrol,Delhi,Maruti Suzuki,Ciaz S 1.4 MT,7
685000.0,81007.0,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,7
685000.0,48330.0,Diesel,Bangalore,Renault,Duster 85 PS RxL Diesel,11
685000.0,48504.0,Petrol,Mumbai,Ford,EcoSport Titanium 1.5L Ti-VCT AT,9
685000.0,34231.0,Petrol,Bangalore,Honda,Jazz S AT [2015-2016],10
685000.0,25000.0,Petrol,Pune,Hyundai,Elantra 1.8 SX AT,11
685000.0,42277.0,Petrol,Noida,Honda,Amaze 1.2 VX MT Petrol [2018-2020],7
685000.0,25075.0,Petrol,Mumbai,Honda,Amaze 1.2 VX MT Petrol [2018-2020],7
685000.0,63379.0,Diesel,Mumbai,Hyundai,Elite i20 Asta 1.4 (O) CRDi,9
685000.0,88066.0,Diesel,Delhi,Mahindra,XUV500 W8 [2015-2017],10
683000.0,18352.0,Petrol,Delhi,Hyundai,Elite i20 Asta 1.2 (O) [2016],8
681000.0,22158.0,Alternative Fuel,Pune,Maruti Suzuki,Wagon R LXi 1.0 CNG,4
680000.0,41000.0,Diesel,Kolkata,Honda,City VX Diesel,10
680000.0,80815.0,Petrol,Mumbai,Honda,City VX,9
680000.0,55201.0,Diesel,Hyderabad,Honda,City V Diesel,10
679000.0,28417.0,Petrol,Delhi,Maruti Suzuki,Baleno Delta Dualjet,5
679000.0,54310.0,Petrol,Mumbai,Ford,EcoSport Titanium 1.5L Ti-VCT AT,8
679000.0,38999.0,Petrol,Bangalore,Nissan,Terrano XL (P),9
679000.0,17817.0,Petrol,Bangalore,Tata,Tiago XZ Plus,5
677000.0,47781.0,Alternative Fuel,Pune,Ford,Aspire Trend Plus CNG,6
675000.0,51720.0,Diesel,Kolkata,Renault,Captur Platine Mono Diesel,6
675000.0,33000.0,Petrol,Hyderabad,Honda,Jazz S MT [2015-2016],7
675000.0,64726.0,Petrol,Mumbai,Maruti Suzuki,Ciaz VXi+ AT,8
675000.0,48650.0,Petrol,Mumbai,Honda,Jazz V AT Petrol,8
675000.0,31776.0,Petrol,Thane,Hyundai,Elite i20 Sportz 1.2,7
675000.0,87693.0,Petrol,Pune,Honda,City V,9
675000.0,37090.0,Petrol,Ahmedabad,Maruti Suzuki,Swift VXi AMT [2018-2019],7
675000.0,62000.0,Petrol,Ahmedabad,Maruti Suzuki,Baleno Alpha Automatic,7
675000.0,57685.0,Alternative Fuel,Pune,Maruti Suzuki,Wagon R LXi 1.0 CNG,4
675000.0,28000.0,Petrol,Ahmedabad,Hyundai,Elite i20 Magna Executive 1.2,8
675000.0,63000.0,Petrol,Ahmedabad,Toyota,Glanza V,6
675000.0,16398.0,Petrol,Thane,Hyundai,Elite i20 Magna Executive 1.2,6
675000.0,60000.0,Diesel,Ahmedabad,Maruti Suzuki,Ciaz VDi+ SHVS,8
675000.0,47000.0,Petrol,Ahmedabad,Hyundai,Verna 1.6 VTVT SX,8
675000.0,73402.0,Petrol,Pune,Maruti Suzuki,Ciaz ZXi,8
675000.0,45000.0,Petrol,Kolkata,Maruti Suzuki,Dzire VXi,4
675000.0,66608.0,Petrol,Thane,Honda,City VX CVT,10
675000.0,13747.0,Petrol,Ahmedabad,Hyundai,Elite i20 Magna Executive 1.2,8
674000.0,30956.0,Petrol,Chennai,Maruti Suzuki,Swift VXi [2014-2017],5
673000.0,31622.0,Petrol,Hyderabad,Hyundai,i20 Active 1.2 SX,8
673000.0,55056.0,Petrol,Bangalore,Honda,Jazz S Petrol,8
670000.0,20555.0,Petrol,Pune,Renault,Triber RXZ [2019-2020],5
670000.0,18503.0,Petrol,Pune,Nissan,Magnite XE,4
670000.0,92064.0,Diesel,Hyderabad,Maruti Suzuki,Ertiga VDi,11
669000.0,44300.0,Petrol,Bangalore,Hyundai,Grand i10 Nios Sportz 1.2 Kappa VTVT,6
669000.0,53206.0,Petrol,Bangalore,Honda,City V,10
669000.0,14296.0,Petrol,Bangalore,Hyundai,Verna Fluidic 1.6 VTVT SX,11
666000.0,35849.0,Petrol,Pune,Maruti Suzuki,Baleno RS 1.0,8
666000.0,45834.0,Petrol,Pune,Skoda,Rapid Style 1.6 MPI,9
665000.0,15116.0,Petrol,Mumbai,Maruti Suzuki,Baleno Delta 1.2,6
665000.0,38868.0,Petrol,Delhi,Honda,Amaze 1.2 V CVT Petrol [2018-2020],7
665000.0,19000.0,Petrol,Thane,Maruti Suzuki,Dzire VXi,7
660000.0,58549.0,Diesel,Chennai,Volkswagen,Ameo Highline Plus 1.5L AT (D)16 Alloy,8
660000.0,48000.0,Petrol,Thane,Maruti Suzuki,Dzire VXi AMT,7
660000.0,52451.0,Diesel,Hyderabad,Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],9
660000.0,58549.0,Diesel,Chennai,Volkswagen,Ameo Highline Plus 1.5L AT (D)16 Alloy,8
659000.0,15972.0,Petrol,Delhi,Hyundai,Elite i20 Asta 1.2 (O) [2016],8
659000.0,27113.0,Petrol,Bangalore,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT Dual Tone,6
659000.0,54544.0,Petrol,Kolkata,Ford,EcoSport Titanium 1.5L Ti-VCT,7
658000.0,36349.0,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2,10
658000.0,46910.0,Petrol,Pune,Honda,City SV CVT,10
657000.0,54982.0,Petrol,Bangalore,Hyundai,Elite i20 Asta 1.2 (O) [2016],8
655000.0,22772.0,Petrol,Kolkata,Maruti Suzuki,Baleno Zeta,7
654000.0,61681.0,Diesel,Kolkata,Skoda,Rapid Style 1.5 TDI,8
653000.0,82852.0,Petrol,Delhi,Honda,City V,11
652000.0,80457.0,Petrol,Hyderabad,Maruti Suzuki,Swift ZXi,7
651000.0,59468.0,Petrol,Mumbai,Maruti Suzuki,Baleno Delta 1.2 AT,7
651000.0,27654.0,Petrol,Mumbai,Honda,Jazz V AT Petrol,8
651000.0,53094.0,Petrol,Mumbai,Volkswagen,Vento Comfortline 1.2 (P) AT,9
650000.0,36623.0,Petrol,Thane,Honda,City SV CVT,10
650000.0,80000.0,Diesel,Hyderabad,Honda,City V Diesel,10
650000.0,38494.0,Petrol,Mumbai,Hyundai,Verna 1.6 VTVT SX,9
650000.0,45000.0,Petrol,Ambattur,Honda,City SV,10
650000.0,26361.0,Petrol,Hyderabad,Honda,Jazz S MT [2015-2016],7
650000.0,3168.0,Petrol,Kolkata,Maruti Suzuki,Swift VXi [2014-2017],6
650000.0,45000.0,Diesel,Thane,Maruti Suzuki,S-Cross Zeta 1.3,10
650000.0,73699.0,Petrol,Chennai,Honda,Amaze 1.2 VX i-VTEC,9
650000.0,29206.0,Petrol,Ahmedabad,Honda,Jazz V AT Petrol,8
650000.0,52000.0,Alternative Fuel,Thane,Maruti Suzuki,Ertiga Vxi CNG,12
650000.0,75000.0,Petrol,Thane,Maruti Suzuki,Ciaz ZXi AT,9
650000.0,82366.0,Diesel,Hyderabad,Maruti Suzuki,Swift VDi,8
650000.0,100000.0,Petrol,Hyderabad,Hyundai,Elite i20 Asta 1.2 [2016-2017],9
650000.0,76810.0,Diesel,Kolkata,Skoda,Rapid Ultima Elegance 1.6 TDI CR MT,8
650000.0,91752.0,Diesel,Hyderabad,Mahindra,Bolero Power Plus ZLX [2016-2019],9
650000.0,9500.0,Petrol,Thane,Maruti Suzuki,Swift VXi [2014-2017],6
650000.0,59511.0,Diesel,Kolkata,Ford,EcoSport Titanium 1.5L TDCi,7
650000.0,38603.0,Petrol,Hyderabad,Ford,Figo Titanium 1.5 Ti-VCT AT,6
650000.0,71976.0,Petrol,Hyderabad,Volkswagen,Cross Polo 1.2 MPI,8
649000.0,40493.0,Petrol,Bangalore,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,10
649000.0,47000.0,Petrol,Kolkata,Honda,WR-V VX MT Petrol,8
649000.0,15075.0,Petrol,Bangalore,Honda,Amaze 1.2 S AT i-VTEC Opt,9
649000.0,9011.0,Petrol,Bangalore,Maruti Suzuki,Wagon R ZXi 1.2,4
648000.0,21852.0,Petrol,Delhi,Maruti Suzuki,Swift ZXi,7
647000.0,21477.0,Petrol,Delhi,Maruti Suzuki,Dzire VXi AMT,6
645000.0,63036.0,Diesel,Kolkata,Honda,WR-V VX MT Diesel,8
645000.0,52283.0,Petrol,Mumbai,Honda,City SV CVT,10
645000.0,35239.0,Diesel,Mumbai,Mahindra,TUV300 T8 AMT mHAWK100,10
645000.0,45000.0,Petrol,Thane,Hyundai,i20 Active 1.2 SX,10
645000.0,60273.0,Petrol,Hyderabad,Hyundai,i20 Active 1.2 S,9
645000.0,52328.0,Diesel,Noida,Maruti Suzuki,Dzire VDi AMT,7
645000.0,69939.0,Diesel,Bangalore,Maruti Suzuki,Swift VDi ABS [2014-2017],9
645000.0,90293.0,Petrol,Mumbai,Toyota,Corolla Altis JS Petrol,10
645000.0,62285.0,Petrol,Hyderabad,Maruti Suzuki,Ertiga ZXi,12
645000.0,12593.0,Petrol,Mumbai,Hyundai,Elite i20 Sportz 1.2,7
645000.0,55669.0,Petrol,Chennai,Hyundai,Elite i20 Asta 1.2 [2016-2017],9
645000.0,1374.0,Alternative Fuel,Mumbai,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],4
644000.0,53056.0,Petrol,Kolkata,Maruti Suzuki,Ertiga VXI,8
641000.0,30481.0,Petrol,Pune,Maruti Suzuki,Dzire VXi,7
641000.0,30663.0,Petrol,Chennai,Maruti Suzuki,Dzire VXi,6
640000.0,46000.0,Petrol,Thane,Hyundai,Elite i20 Asta 1.2,8
640000.0,36937.0,Petrol,Mumbai,Maruti Suzuki,Ciaz ZXi AT,9
640000.0,40664.0,Alternative Fuel,Mumbai,Maruti Suzuki,Wagon R 1.0 LXI CNG (O),4
639000.0,32210.0,Petrol,Bangalore,Tata,Tiago Revotron XZ Plus,7
639000.0,38657.0,Petrol,Pune,Hyundai,Elite i20 Asta 1.2 (O) [2016],8
639000.0,34559.0,Petrol,Delhi,Maruti Suzuki,Baleno Alpha 1.2,8
637000.0,76203.0,Petrol,Chennai,Maruti Suzuki,Dzire ZXi Plus AMT,8
635000.0,58436.0,Diesel,Mumbai,Volkswagen,Vento Highline Diesel AT,10
635000.0,18000.0,Petrol,Thane,Hyundai,Elite i20 Sportz 1.2,8
635000.0,38773.0,Petrol,Mumbai,Maruti Suzuki,Ciaz Sigma 1.4 MT,8
634000.0,8087.0,Petrol,Kolkata,Maruti Suzuki,Dzire ZXi,6
633000.0,28899.0,Petrol,Delhi,Maruti Suzuki,Swift ZXi,7
630000.0,95240.0,Diesel,Hyderabad,Ford,EcoSport Titanium 1.5 TDCi,10
630000.0,24751.0,Petrol,Kolkata,Honda,City SV,7
630000.0,61546.0,Petrol,Pune,Hyundai,Elite i20 Sportz 1.2 (O),7
629000.0,37497.0,Petrol,Bangalore,Maruti Suzuki,Swift VXi [2014-2017],7
629000.0,26603.0,Petrol,Delhi,Maruti Suzuki,Baleno Delta 1.2,6
629000.0,12930.0,Petrol,Bangalore,Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],9
628000.0,11290.0,Petrol,Pune,Maruti Suzuki,Ignis Zeta 1.2 MT,5
625000.0,30723.0,Petrol,Noida,Ford,EcoSport Ambiente 1.5L Ti-VCT,8
625000.0,45751.0,Petrol,Ahmedabad,Honda,Amaze 1.2 S AT i-VTEC,8
625000.0,73000.0,Petrol,Ahmedabad,Honda,City V,9
625000.0,48159.0,Diesel,Kolkata,Maruti Suzuki,S-Cross Alpha 1.3,7
625000.0,24459.0,Petrol,Kolkata,Honda,WR-V VX MT Petrol,8
625000.0,77000.0,Diesel,Ahmedabad,Nissan,Terrano XL D Plus,11
625000.0,80000.0,Diesel,Delhi,Hyundai,Elantra 1.6 SX AT,11
625000.0,23798.0,Petrol,Ahmedabad,Honda,WR-V S MT Petrol,8
625000.0,95860.0,Diesel,Hyderabad,Volkswagen,Vento Highline Diesel AT,11
