price_per_year,price_segment,car_price_in_rupees
65142.85714285714,Low,455999.99999999994
32833.333333333336,Very Low,394000.0
37222.22222222222,Very Low,335000.0
64900.0,Medium,649000.0
65000.0,Medium,650000.0
36249.99999999999,Low,434999.99999999994
81111.11111111111,Medium,730000.0
47777.77777777778,Low,430000.0
66600.0,Medium,666000.0
96714.28571428571,Medium,677000.0
91875.0,High,735000.0
468750.0,Very High,1875000.0
33769.230769230766,Low,438999.99999999994
45000.0,Low,495000.0
111874.99999999999,High,894999.9999999999
112375.0,High,899000.0
59000.0,Medium,649000.0
93750.0,High,750000.0
69444.44444444444,Medium,625000.0
148166.66666666666,High,889000.0
153000.0,High,765000.0
31727.272727272728,Very Low,349000.0
221428.57142857142,Very High,1550000.0
117666.66666666667,Medium,706000.0
87666.66666666667,High,789000.0
67250.0,Low,538000.0
59583.333333333336,Medium,715000.0
161875.0,Very High,1295000.0
92428.57142857143,Medium,647000.0
109874.99999999999,High,878999.9999999999
116875.0,High,935000.0
68750.0,Low,550000.0
42500.0,Very Low,425000.0
37500.0,Low,450000.0
32727.272727272728,Very Low,360000.0
104750.00000000001,High,838000.0000000001
75000.0,Medium,675000.0
97333.33333333333,High,876000.0
