price_per_year,price_segment,car_price_in_rupees
387999.99999999994,Very High,1939999.9999999998
39250.0,Low,471000.0
44500.0,Low,445000.0
27083.333333333332,Very Low,325000.0
131250.0,Low,525000.0
34000.0,Very Low,408000.0
27000.0,Very Low,351000.0
259800.0,Very High,1299000.0
186250.0,Very High,1490000.0
74500.0,High,745000.0
70000.0,Very Low,350000.0
41583.333333333336,Low,499000.0
62272.72727272727,Medium,685000.0
31666.666666666668,Very Low,380000.0
109375.0,High,875000.0
125714.28571428572,High,880000.0000000001
117750.0,High,942000.0
118857.14285714286,High,832000.0
96111.11111111111,High,865000.0
174375.0,Very High,1395000.0
208999.99999999997,Very High,1044999.9999999999
54555.555555555555,Low,491000.0
193750.0,Very High,1550000.0
69444.44444444444,Medium,625000.0
36900.0,Very Low,369000.0
90625.0,Medium,725000.0
218125.0,Very High,1745000.0
33333.333333333336,Very Low,400000.0
96000.0,Low,480000.0
79900.0,High,799000.0
132500.0,High,795000.0
35416.666666666664,Very Low,425000.0
111874.99999999999,High,894999.9999999999
30545.454545454544,Very Low,336000.0
198750.0,Very High,1590000.0
71428.57142857143,Low,500000.0
174166.66666666666,Very High,1044999.9999999999
108500.0,High,868000.0
29500.0,Very Low,295000.0
209200.00000000003,Very High,1046000.0000000001
134999.99999999997,High,944999.9999999999
86125.0,Medium,689000.0
121571.42857142857,High,851000.0
65000.0,Medium,585000.0
130111.11111111111,Very High,1171000.0
49333.333333333336,Medium,592000.0
140428.57142857142,High,983000.0
42636.36363636364,Low,469000.00000000006
58125.00000000001,Low,465000.00000000006
39900.0,Very Low,399000.0
59818.181818181816,Medium,658000.0
76714.28571428571,Low,537000.0
53400.0,Low,534000.0
24583.333333333332,Very Low,295000.0
35909.09090909091,Very Low,395000.0
47222.22222222222,Very Low,425000.0
33153.84615384615,Low,430999.99999999994
126923.07692307692,Very High,1650000.0
33333.333333333336,Very Low,400000.0
97500.0,High,975000.0
60714.28571428572,Very Low,425000.0
56250.0,Low,450000.0
120833.33333333333,Medium,725000.0
182000.0,High,910000.0
30583.333333333332,Very Low,367000.0
118000.0,Medium,590000.0
88333.33333333333,High,795000.0
182833.33333333334,Very High,1097000.0
129166.66666666667,Very High,1550000.0
75571.42857142857,Low,529000.0
137400.0,Medium,687000.0
58000.0,Medium,580000.0
104545.45454545454,Very High,1150000.0
141500.0,High,849000.0
111874.99999999999,High,894999.9999999999
31250.0,Very Low,375000.0
82714.28571428571,Medium,579000.0
362500.0,Very High,1450000.0
112142.85714285714,High,785000.0
53750.0,Low,430000.0
63444.444444444445,Medium,571000.0
329799.99999999994,Very High,1648999.9999999998
181222.2222222222,Very High,1630999.9999999998
57083.333333333336,Medium,685000.0
319600.0,Very High,1598000.0
58636.36363636364,Medium,645000.0
210750.0,High,843000.0
100000.0,Medium,600000.0
102777.77777777778,High,925000.0
159833.33333333334,High,959000.0
58166.666666666664,Very Low,349000.0
78625.0,Medium,629000.0
23076.923076923078,Very Low,300000.0
127222.22222222222,Very High,1145000.0
136333.33333333334,Very High,1227000.0
50000.0,Medium,600000.0
333333.3333333333,Very High,2000000.0
128571.42857142857,Very High,1800000.0
73333.33333333333,Medium,660000.0
319800.0,Very High,1599000.0
23000.0,Very Low,299000.0
42916.66666666667,Low,515000.00000000006
125111.11111111111,Very High,1126000.0
83555.55555555556,High,752000.0
125000.0,High,875000.0
61000.0,Medium,610000.0
89900.0,High,899000.0
38636.36363636364,Very Low,425000.0
32923.07692307692,Low,428000.0
120800.0,Medium,604000.0
20500.0,Very Low,246000.0
295714.28571428574,Very High,2070000.0
66666.66666666667,Medium,600000.0
113166.66666666667,Medium,679000.0
87375.0,Medium,699000.0
67777.77777777778,Medium,610000.0
23583.333333333332,Very Low,283000.0
55625.0,Low,445000.0
137857.14285714287,High,965000.0
61428.57142857143,Low,430000.0
52636.36363636364,Medium,579000.0
85555.55555555556,High,770000.0
115625.0,High,925000.0
49000.0,Very Low,343000.0
57222.222222222226,Low,515000.00000000006
103571.42857142857,Medium,725000.0
31666.666666666668,Very Low,285000.0
59250.0,Low,474000.0
112500.0,Very High,1125000.0
36363.63636363636,Very Low,400000.0
69444.44444444444,Medium,625000.0
31400.0,Very Low,314000.0
40000.0,Very Low,400000.0
95000.0,Medium,665000.0
120833.33333333333,Medium,725000.0
30625.000000000004,Very Low,245000.00000000003
96125.0,High,769000.0
42916.66666666667,Low,515000.00000000006
74250.0,Medium,594000.0
79000.0,High,790000.0
43818.181818181816,Low,482000.0
21357.14285714286,Very Low,299000.0
31250.0,Very Low,375000.0
42272.72727272728,Low,465000.00000000006
190000.0,High,950000.0
72222.22222222222,Medium,650000.0
52272.72727272727,Medium,575000.0
19666.666666666668,Very Low,295000.0
42272.72727272728,Low,465000.00000000006
77625.0,Medium,621000.0
26923.076923076922,Very Low,350000.0
61111.11111111111,Low,550000.0
55750.0,Medium,669000.0
81250.0,Medium,650000.0
212500.0,Very High,1275000.0
70454.54545454546,High,775000.0
360000.0,Very High,1800000.0
74375.0,Medium,595000.0
47750.0,Very Low,382000.0
37727.272727272735,Very Low,415000.00000000006
60624.99999999999,Low,484999.99999999994
53555.555555555555,Low,482000.0
281666.6666666666,Very High,1689999.9999999998
63333.333333333336,Medium,570000.0
38000.0,Very Low,304000.0
279166.6666666667,Very High,1675000.0
18214.285714285714,Very Low,254999.99999999997
155714.2857142857,Very High,1090000.0
21875.0,Very Low,350000.0
55666.666666666664,High,835000.0
101625.00000000001,High,813000.0000000001
370000.0,Very High,1850000.0
78125.0,Medium,625000.0
112500.0,Very High,1350000.0
308500.00000000006,Very High,1851000.0000000002
135714.2857142857,High,950000.0
19117.647058823528,Very Low,325000.0
36076.92307692308,Low,469000.00000000006
66666.66666666667,Medium,600000.0
136363.63636363635,Very High,1500000.0
47818.181818181816,Low,526000.0
385000.0,Very High,1925000.0
49375.0,Very Low,395000.0
71833.33333333333,Low,430999.99999999994
35833.333333333336,Low,430000.0
43545.454545454544,Low,479000.0
35416.666666666664,Very Low,425000.0
112142.85714285714,High,785000.0
47272.72727272727,Low,520000.0
51785.71428571428,Medium,725000.0
188400.0,High,942000.0
80200.0,Very Low,401000.0
109571.42857142857,High,767000.0
68750.0,Low,550000.0
77571.42857142857,Low,543000.0
63636.36363636364,Medium,700000.0
44545.45454545455,Low,490000.00000000006
283333.3333333333,Very High,1700000.0
82111.11111111111,High,739000.0
32200.0,Very Low,322000.0
89625.0,Medium,717000.0
136333.33333333334,Very High,1227000.0
26071.428571428572,Very Low,365000.0
64428.57142857143,Low,451000.0
91100.0,High,911000.0
39545.45454545454,Low,434999.99999999994
96875.0,High,775000.0
181250.0,Very High,1450000.0
49800.00000000001,Low,498000.00000000006
151428.57142857142,Very High,1060000.0
62900.0,Medium,629000.0
142142.85714285713,High,994999.9999999999
63333.333333333336,Medium,570000.0
58500.0,Low,468000.0
37500.0,Low,450000.0
65000.0,Medium,650000.0
91166.66666666667,Low,547000.0
75285.71428571429,Low,527000.0
45875.0,Very Low,367000.0
44000.00000000001,Low,440000.00000000006
228000.0,Very High,1140000.0
27461.53846153846,Very Low,357000.0
55700.0,Low,557000.0
80555.55555555556,Medium,725000.0
73000.0,Medium,657000.0
12437.5,Very Low,199000.0
107142.85714285714,Very High,1500000.0
128428.57142857143,High,899000.0
473750.0,Very High,1895000.0
28333.333333333332,Very Low,425000.0
33900.0,Very Low,339000.0
119230.76923076923,Very High,1550000.0
73500.0,Low,441000.0
228428.57142857142,Very High,1599000.0
212374.99999999997,Very High,1698999.9999999998
319833.3333333334,Very High,1919000.0000000002
41000.0,Very Low,369000.0
95777.77777777777,High,861999.9999999999
141666.66666666666,High,850000.0
66333.33333333333,Medium,597000.0
47900.0,Low,479000.0
231428.57142857142,Very High,1620000.0
368750.0,Very High,1475000.0
204800.0,Very High,1024000.0
195833.33333333334,Very High,1175000.0
89375.0,Medium,715000.0
85750.0,Medium,686000.0
64500.0,Medium,645000.0
67666.66666666667,Medium,609000.0
82799.99999999999,High,827999.9999999999
157857.14285714287,Very High,1105000.0
81666.66666666667,High,735000.0
61000.0,Very Low,366000.0
43000.0,Low,430000.0
115999.99999999999,High,811999.9999999999
118750.0,High,950000.0
87777.77777777778,High,790000.0
160625.0,Very High,1285000.0
97375.0,High,779000.0
80857.14285714286,Low,566000.0
205400.0,Very High,1027000.0
77000.0,Low,539000.0
120833.33333333333,Medium,725000.0
60000.0,Low,540000.0
141714.2857142857,High,992000.0
104875.0,High,839000.0
44444.444444444445,Very Low,400000.0
12333.333333333334,Very Low,185000.0
145800.0,Medium,729000.0
27461.53846153846,Very Low,357000.0
78500.0,High,785000.0
375000.0,Very High,1875000.0
56125.0,Low,449000.0
87375.0,Medium,699000.0
88461.53846153847,Very High,1150000.0
44636.36363636364,Low,491000.0
65000.0,Medium,650000.0
49583.333333333336,Medium,595000.0
45000.0,Low,495000.0
32083.333333333332,Very Low,385000.0
41250.0,Very Low,330000.0
11764.70588235294,Very Low,200000.0
83166.66666666667,Low,499000.0
49900.0,Low,499000.0
81300.00000000001,High,813000.0000000001
60555.555555555555,Low,545000.0
150000.0,Very High,1650000.0
171428.57142857142,Very High,1200000.0
61111.11111111111,Low,550000.0
100499.99999999999,High,803999.9999999999
49777.77777777778,Low,448000.00000000006
75000.0,High,750000.0
72222.22222222222,Medium,650000.0
206428.57142857142,Very High,1445000.0
48636.36363636364,Low,535000.0
150166.66666666666,High,901000.0
130454.54545454546,Very High,1435000.0
30416.666666666668,Very Low,365000.0
79714.28571428571,Low,558000.0
47000.0,Low,470000.0
96875.0,High,775000.0
78000.0,Medium,702000.0
183333.33333333334,Very High,1650000.0
71818.18181818182,High,790000.0
59090.90909090909,Medium,650000.0
210000.0,Very High,1260000.0
91250.0,Medium,730000.0
58428.57142857143,Very Low,409000.0
68333.33333333333,Medium,615000.0
193500.0,Very High,1161000.0
142714.2857142857,High,999000.0
240833.33333333334,Very High,1445000.0
38384.61538461538,Low,499000.0
84375.0,Medium,675000.0
195000.0,High,975000.0
32250.0,Very Low,387000.0
195000.0,High,975000.0
137500.0,Very High,1650000.0
31461.53846153846,Very Low,409000.0
59090.90909090909,Medium,650000.0
31818.18181818182,Very Low,350000.0
159333.33333333334,High,956000.0
52500.0,Low,525000.0
30769.23076923077,Very Low,400000.0
18583.333333333332,Very Low,223000.0
258333.33333333334,Very High,1550000.0
138500.0,High,831000.0
31250.0,Very Low,375000.0
91999.99999999999,Low,459999.99999999994
48888.8888888889,Low,440000.00000000006
56363.63636363636,Medium,620000.0
387750.0,Very High,1551000.0
169800.0,High,849000.0
16785.714285714286,Very Low,235000.0
46500.00000000001,Low,465000.00000000006
28076.923076923078,Very Low,365000.0
164142.85714285713,Very High,1149000.0
70454.54545454546,High,775000.0
100000.0,Low,500000.0
75571.42857142857,Low,529000.0
137545.45454545456,Very High,1513000.0
20750.000000000004,Very Low,249000.00000000003
114285.71428571429,High,800000.0
66333.33333333333,Medium,597000.0
137142.85714285713,High,960000.0
47222.22222222222,Very Low,425000.0
152300.0,Very High,1523000.0
39400.0,Very Low,394000.0
91125.0,Medium,729000.0
57777.77777777778,Low,520000.0
87777.77777777778,High,790000.0
96875.0,High,775000.0
95000.0,Low,475000.0
49300.0,Low,493000.0
179899.99999999997,Very High,1798999.9999999998
44545.45454545455,Low,490000.00000000006
81375.0,Medium,651000.0
32727.272727272728,Very Low,360000.0
47222.22222222222,Very Low,425000.0
168750.0,Very High,1350000.0
111000.0,High,999000.0
99375.0,High,795000.0
49285.71428571428,Very Low,345000.0
75833.33333333333,Low,455000.0
84454.54545454544,High,928999.9999999999
32500.0,Very Low,390000.0
61111.11111111111,Low,550000.0
136000.0,Very High,1224000.0
14214.285714285714,Very Low,199000.0
102500.0,Medium,615000.0
168750.0,Very High,1350000.0
51500.00000000001,Low,515000.00000000006
177166.66666666666,Very High,1063000.0
149166.66666666666,Very High,1789999.9999999998
92857.14285714286,Medium,650000.0
15312.500000000002,Very Low,245000.00000000003
42000.0,Very Low,336000.0
57666.66666666667,Low,519000.00000000006
27416.666666666668,Very Low,329000.0
110714.28571428571,High,775000.0
71818.18181818182,High,790000.0
163571.42857142858,Very High,1145000.0
381250.0,Very High,1525000.0
65000.0,Medium,650000.0
47727.27272727273,Low,525000.0
77222.22222222222,Medium,695000.0
66818.18181818182,High,735000.0
197000.0,High,985000.0
192800.0,High,964000.0
19066.666666666668,Very Low,286000.0
25000.0,Very Low,325000.0
264000.0,Very High,1320000.0
88181.81818181818,High,969999.9999999999
20833.333333333332,Very Low,250000.0
167857.14285714287,Very High,1175000.0
129166.66666666667,High,775000.0
47363.63636363636,Low,521000.0
333400.00000000006,Very High,1667000.0000000002
100000.0,Medium,700000.0
153125.0,Very High,1225000.0
90444.44444444444,High,814000.0
270833.3333333333,Very High,1625000.0
69444.44444444444,Medium,625000.0
147400.0,High,737000.0
101000.0,Medium,606000.0
45769.230769230766,Medium,595000.0
184285.7142857143,Very High,1290000.0
82222.22222222222,High,740000.0
36111.11111111111,Very Low,325000.0
56555.555555555555,Low,509000.0
198999.99999999997,High,994999.9999999999
169000.0,Very High,1521000.0
139000.0,Medium,695000.0
150000.0,Very High,1200000.0
86714.28571428571,Medium,607000.0
35000.0,Very Low,385000.0
59090.90909090909,Medium,650000.0
28846.153846153848,Very Low,375000.0
25384.615384615383,Very Low,330000.0
67857.14285714286,High,950000.0
93181.81818181818,Very High,1025000.0
41538.46153846154,Low,540000.0
47272.72727272727,Low,520000.0
106624.99999999999,High,852999.9999999999
69285.71428571428,Low,484999.99999999994
95200.0,Low,476000.0
341499.99999999994,Very High,2048999.9999999998
106428.57142857143,High,745000.0
49615.38461538462,Medium,645000.0
359000.0,Very High,1795000.0
100200.0,High,1002000.0
50545.454545454544,Low,556000.0
84375.0,Medium,675000.0
83222.22222222222,High,749000.0
86111.11111111111,High,775000.0
52083.333333333336,Medium,625000.0
91125.0,Medium,729000.0
97666.66666666666,High,878999.9999999999
77625.0,Medium,621000.0
107375.0,High,859000.0
39090.90909090909,Low,430000.0
20312.5,Very Low,325000.0
188777.77777777775,Very High,1698999.9999999998
43461.53846153846,Low,565000.0
19000.0,Very Low,285000.0
27083.333333333332,Very Low,325000.0
52400.0,Low,524000.0
31818.18181818182,Very Low,350000.0
121428.57142857143,High,850000.0
76666.66666666666,Low,459999.99999999994
375000.0,Very High,1500000.0
161600.0,High,808000.0
61363.63636363636,Medium,675000.0
98625.0,High,789000.0
91666.66666666667,High,825000.0
65909.09090909091,Medium,725000.0
257500.0,Very High,1545000.0
82857.14285714286,Medium,580000.0
38636.36363636364,Very Low,425000.0
12928.57142857143,Very Low,181000.0
450000.0,Very High,1800000.0
155285.7142857143,Very High,1087000.0
53285.71428571428,Very Low,373000.0
266500.0,Very High,1599000.0
73125.0,Medium,585000.0
72499.99999999999,Low,434999.99999999994
72625.0,Medium,581000.0
17083.333333333332,Very Low,204999.99999999997
167666.66666666666,High,1006000.0
32454.545454545456,Very Low,357000.0
214166.66666666666,Very High,1285000.0
138333.33333333334,High,830000.0000000001
98750.0,High,790000.0
77222.22222222222,Medium,695000.0
128000.0,Medium,640000.0
71666.66666666667,Very High,1075000.0
42625.0,Very Low,341000.0
241666.66666666666,Very High,1450000.0
177833.33333333334,Very High,1067000.0
130000.0,High,910000.0
20000.0,Very Low,260000.0
80399.99999999999,Very Low,401999.99999999994
167857.14285714287,Very High,1175000.0
93666.66666666667,Low,562000.0
32083.333333333332,Very Low,385000.0
93900.0,High,939000.0
187500.0,Very High,1125000.0
39500.0,Very Low,395000.0
83846.15384615384,Very High,1090000.0
70555.55555555556,Medium,635000.0
108250.0,High,866000.0
32727.272727272728,Very Low,360000.0
221666.66666666666,Very High,1995000.0
60818.181818181816,Medium,669000.0
52777.77777777778,Low,475000.0
68500.0,Medium,685000.0
68181.81818181818,High,750000.0
85600.0,High,856000.0
389000.0,Very High,1945000.0
163285.7142857143,Very High,1143000.0
43750.0,Very Low,350000.0
98888.88888888889,High,890000.0
95200.0,Low,476000.0
98571.42857142857,Medium,690000.0
141250.0,Very High,1130000.0
14214.285714285714,Very Low,199000.0
41909.09090909091,Low,461000.00000000006
74777.77777777778,Medium,673000.0
99888.88888888889,High,899000.0
103846.15384615384,Very High,1350000.0
140000.00000000003,High,980000.0000000001
62500.0,Medium,625000.0
42666.666666666664,Very Low,384000.0
104166.66666666667,Medium,625000.0
110000.0,High,770000.0
421250.00000000006,Very High,1685000.0000000002
111375.0,High,891000.0
36538.46153846154,Low,475000.0
104375.0,High,835000.0
68000.0,Medium,680000.0
67333.33333333333,Medium,606000.0
26916.666666666668,Very Low,323000.0
283333.3333333333,Very High,1700000.0
99875.0,High,799000.0
76428.57142857143,Low,535000.0
93125.0,High,745000.0
78714.28571428571,Low,551000.0
63888.88888888889,Medium,575000.0
32111.11111111111,Very Low,289000.0
56625.0,Low,453000.0
116666.66666666667,Medium,700000.0
32333.333333333332,Very Low,291000.0
8875.0,Very Low,142000.0
69900.0,Medium,699000.0
96400.0,High,964000.0
208166.66666666666,Very High,1249000.0
23076.923076923078,Very Low,300000.0
185571.42857142858,Very High,1299000.0
59818.181818181816,Medium,658000.0
62272.72727272727,Medium,685000.0
154166.66666666666,High,925000.0
73500.0,High,735000.0
47916.666666666664,Medium,575000.0
114615.38461538461,Very High,1490000.0
320000.0,Very High,1600000.0
61818.181818181816,Medium,680000.0
81222.22222222222,Medium,731000.0
19666.666666666668,Very Low,295000.0
129166.66666666667,High,775000.0
164285.7142857143,Very High,1150000.0
105000.0,Very High,1050000.0
237500.0,Very High,1900000.0
111200.0,Low,556000.0
220000.0,Very High,1540000.0
102500.0,Medium,615000.0
37916.666666666664,Low,455000.0
88333.33333333333,High,795000.0
256999.99999999997,Very High,1798999.9999999998
32916.666666666664,Very Low,395000.0
101571.42857142857,Medium,711000.0
126375.0,Very High,1011000.0
73333.33333333334,Low,440000.00000000006
20312.5,Very Low,325000.0
37363.63636363637,Very Low,411000.00000000006
128555.55555555556,Very High,1157000.0
152333.33333333334,High,914000.0
237500.0,High,950000.0
34166.666666666664,Very Low,409999.99999999994
314000.0,Very High,1256000.0
88111.11111111111,High,793000.0
26538.46153846154,Very Low,345000.0
43750.0,Low,525000.0
61888.88888888889,Low,557000.0
141666.66666666666,Very High,1275000.0
210833.33333333334,Very High,1265000.0
101666.66666666667,Medium,610000.0
54888.8888888889,Low,494000.00000000006
61818.181818181816,Medium,680000.0
30545.454545454544,Very Low,336000.0
24916.666666666668,Very Low,299000.0
111666.66666666667,Medium,670000.0
92857.14285714286,Medium,650000.0
59375.0,Low,475000.0
12562.499999999998,Very Low,200999.99999999997
140428.57142857142,High,983000.0
47444.44444444444,Low,426999.99999999994
36153.846153846156,Low,470000.0
49909.09090909091,Low,549000.0
136625.0,Very High,1093000.0
196500.0,Very High,1179000.0
109375.0,High,875000.0
105555.55555555556,High,950000.0
82777.77777777778,High,745000.0
82500.0,High,825000.0
35000.0,Very Low,315000.0
95500.0,High,764000.0
32083.333333333332,Very Low,385000.0
78571.42857142857,Low,550000.0
231200.0,Very High,1156000.0
77727.27272727274,High,855000.0000000001
72750.0,Medium,582000.0
212500.0,Very High,1275000.0
107142.85714285714,Very High,1500000.0
240000.0,Very High,1200000.0
43750.0,Low,525000.0
64571.428571428565,Low,451999.99999999994
17785.714285714286,Very Low,249000.00000000003
44500.0,Low,445000.0
29250.0,Very Low,351000.0
265000.0,Very High,1325000.0
48300.0,Low,483000.0
146000.00000000003,Very High,1022000.0000000001
31250.0,Very Low,375000.0
52500.0,Very Low,420000.0
184000.0,Very High,1104000.0
59500.0,Medium,595000.0
24916.666666666668,Very Low,299000.0
66125.0,Low,529000.0
69222.22222222222,Medium,623000.0
262500.0,Very High,1575000.0
135454.54545454544,Very High,1490000.0
165000.0,High,990000.0
227000.0,Very High,1135000.0
99285.71428571429,Medium,695000.0
40000.0,Low,480000.0
221571.42857142858,Very High,1551000.0
77500.0,High,775000.0
27083.333333333332,Very Low,325000.0
76555.55555555556,Medium,689000.0
102714.28571428571,Medium,719000.0
17071.428571428572,Very Low,239000.0
18571.428571428572,Very Low,260000.0
192857.14285714287,Very High,1350000.0
43181.818181818184,Low,475000.0
105624.99999999999,High,844999.9999999999
103846.15384615384,Very High,1350000.0
82100.00000000001,High,821000.0000000001
53333.333333333336,High,800000.0
74250.0,Medium,594000.0
310000.0,Very High,1550000.0
45090.90909090909,Low,496000.0
92111.1111111111,High,828999.9999999999
28416.666666666668,Very Low,341000.0
72111.11111111111,Medium,649000.0
94142.85714285714,Medium,659000.0
116500.0,Medium,699000.0
236249.99999999997,Very High,1889999.9999999998
73125.0,Medium,585000.0
54100.0,Low,541000.0
40545.454545454544,Low,446000.0
75000.0,Medium,675000.0
45833.333333333336,Low,550000.0
340000.0,Very High,1700000.0
58375.0,Low,467000.0
149285.71428571426,Very High,1044999.9999999999
45111.1111111111,Very Low,405999.99999999994
109375.0,High,875000.0
17266.666666666668,Very Low,259000.0
26750.0,Very Low,321000.0
63888.88888888889,Medium,575000.0
68125.0,Low,545000.0
24916.666666666668,Very Low,299000.0
209999.99999999997,Very High,1889999.9999999998
290000.0,Very High,1450000.0
65666.66666666667,Medium,591000.0
81142.85714285714,Medium,568000.0
20833.333333333332,Very Low,250000.0
86250.0,Medium,690000.0
267857.14285714284,Very High,1875000.0
141800.0,Medium,709000.0
51727.27272727273,Medium,569000.0
59500.0,Medium,595000.0
93181.81818181818,Very High,1025000.0
131250.0,Very High,1050000.0
79444.44444444444,Medium,715000.0
113166.66666666667,Medium,679000.0
257500.0,Very High,1545000.0
192000.0,High,960000.0
27666.666666666668,Very Low,332000.0
90625.0,Medium,725000.0
28214.285714285714,Very Low,395000.0
114428.57142857143,High,801000.0
134999.99999999997,High,944999.9999999999
107777.77777777777,High,969999.9999999999
102777.77777777778,High,925000.0
35125.0,Very Low,281000.0
96428.57142857143,Medium,675000.0
32500.0,Very Low,390000.0
63888.88888888889,Medium,575000.0
17500.000000000004,Very Low,245000.00000000003
77142.85714285714,Low,540000.0
230000.0,Very High,1150000.0
59090.90909090909,Medium,650000.0
129000.0,Medium,645000.0
318000.0,Very High,1590000.0
141666.66666666666,High,850000.0
77500.00000000001,Low,465000.00000000006
50111.11111111111,Low,451000.0
375000.0,Very High,1875000.0
81111.11111111111,Medium,730000.0
107142.85714285714,Very High,1500000.0
174250.0,Very High,1394000.0
97375.0,High,779000.0
319833.3333333334,Very High,1919000.0000000002
297000.0,Very High,1485000.0
51375.00000000001,Very Low,411000.00000000006
41538.46153846154,Low,540000.0
308333.3333333333,Very High,1850000.0
242714.28571428568,Very High,1698999.9999999998
154833.3333333333,High,928999.9999999999
70000.0,Medium,700000.0
20937.5,Very Low,335000.0
75444.44444444444,Medium,679000.0
112111.11111111111,Very High,1009000.0
312500.0,Very High,1250000.0
18000.0,Very Low,270000.0
401499.99999999994,Very High,1605999.9999999998
22692.30769230769,Very Low,295000.0
387250.0,Very High,1549000.0
227200.0,Very High,1136000.0
30076.923076923078,Very Low,391000.0
242142.85714285713,Very High,1695000.0
30714.285714285714,Low,430000.0
45454.545454545456,Low,500000.0
67777.77777777778,Medium,610000.0
37583.333333333336,Low,451000.0
187500.0,Very High,1125000.0
63333.333333333336,Medium,570000.0
76375.0,Medium,611000.0
65000.0,Medium,650000.0
116428.57142857143,High,815000.0
166714.2857142857,Very High,1167000.0
42416.666666666664,Low,509000.0
105555.55555555556,High,950000.0
74000.0,High,740000.0
59000.0,Medium,590000.0
44300.0,Low,443000.0
302200.0,Very High,1511000.0
104857.14285714286,High,734000.0
24642.85714285714,Very Low,345000.0
79166.66666666667,Low,475000.0
82500.0,Medium,660000.0
49800.00000000001,Low,498000.00000000006
67500.0,Medium,675000.0
205000.0,Very High,1025000.0
90125.0,Medium,721000.0
119857.14285714286,High,839000.0
56111.11111111111,Low,505000.0
65625.0,Low,525000.0
18333.333333333332,Very Low,275000.0
82000.0,Low,492000.0
209900.0,Very High,2099000.0
84230.76923076923,Very High,1095000.0
145000.0,Medium,725000.0
87500.0,High,875000.0
166555.55555555556,Very High,1499000.0
84444.44444444444,High,760000.0
185714.2857142857,Very High,1300000.0
52400.0,Low,524000.0
103125.0,High,825000.0
132142.85714285713,High,925000.0
86250.0,Medium,690000.0
24642.85714285714,Very Low,345000.0
24454.545454545456,Very Low,269000.0
230000.0,Very High,1150000.0
45833.333333333336,Low,550000.0
52272.72727272727,Medium,575000.0
23857.14285714286,Very Low,334000.0
135000.0,Medium,675000.0
167625.0,Very High,1341000.0
60250.0,Low,482000.0
206250.0,Very High,1650000.0
214142.85714285713,Very High,1499000.0
372999.99999999994,Very High,1864999.9999999998
62000.0,Medium,620000.0
59500.0,Medium,595000.0
10687.5,Very Low,171000.0
22692.30769230769,Very Low,295000.0
189500.0,Very High,1137000.0
239000.0,Very High,1195000.0
24928.571428571428,Very Low,349000.0
399000.0,Very High,1995000.0
19375.0,Very Low,310000.0
51875.00000000001,Very Low,415000.00000000006
55571.42857142857,Very Low,389000.0
51666.66666666667,Low,465000.00000000006
73625.0,Medium,589000.0
155600.0,High,778000.0
155714.2857142857,Very High,1090000.0
55909.09090909091,Medium,615000.0
50090.90909090909,Low,551000.0
33384.61538461538,Low,434000.0
135000.0,Very High,1080000.0
53125.0,Very Low,425000.0
69428.57142857143,Low,486000.00000000006
19666.666666666668,Very Low,236000.0
27461.53846153846,Very Low,357000.0
248749.99999999997,Very High,1989999.9999999998
52100.0,Low,521000.0
25769.23076923077,Very Low,335000.0
71111.11111111111,Medium,640000.0
91875.0,High,735000.0
114428.57142857143,High,801000.0
32727.272727272728,Very Low,360000.0
67857.14285714286,Low,475000.0
70555.55555555556,Medium,635000.0
22692.30769230769,Very Low,295000.0
118666.66666666667,Medium,712000.0
40909.09090909091,Low,450000.0
32636.363636363636,Very Low,359000.0
159375.0,Very High,1275000.0
91571.42857142857,Medium,641000.0
31923.07692307693,Very Low,415000.00000000006
155000.0,Very High,1085000.0
24928.571428571428,Very Low,349000.0
16714.285714285714,Very Low,234000.0
100000.0,Very Low,400000.0
44166.666666666664,Low,530000.0
86250.0,Medium,690000.0
92111.1111111111,High,828999.9999999999
152200.0,High,761000.0
77444.44444444444,Medium,697000.0
360000.0,Very High,1800000.0
36583.33333333333,Low,438999.99999999994
82000.0,Low,492000.0
67375.0,Low,539000.0
57727.27272727273,Medium,635000.0
44545.45454545455,Low,490000.00000000006
270000.0,Very High,1350000.0
37500.0,Low,450000.0
215000.0,Very High,1075000.0
43181.818181818184,Low,475000.0
147727.27272727274,Very High,1625000.0
55625.0,Low,445000.0
44500.0,Low,445000.0
23214.285714285714,Very Low,325000.0
115375.0,High,923000.0
51666.66666666667,Low,465000.00000000006
137500.0,Very High,1650000.0
144800.0,Medium,724000.0
127875.0,Very High,1023000.0
29800.0,Very Low,298000.0
79000.0,High,790000.0
141800.0,Medium,709000.0
32916.666666666664,Very Low,395000.0
61857.142857142855,Low,433000.0
36181.818181818184,Very Low,398000.0
30384.615384615383,Very Low,395000.0
56375.0,Low,451000.0
16999.999999999996,Very Low,254999.99999999997
124285.71428571428,High,869999.9999999999
110625.0,High,885000.0
97500.0,High,975000.0
144444.44444444444,Very High,1300000.0
58888.88888888889,Low,530000.0
40545.454545454544,Low,446000.0
66500.0,Low,532000.0
77666.66666666667,Medium,699000.0
98125.0,High,785000.0
69500.0,Medium,695000.0
20416.666666666668,Very Low,245000.00000000003
126818.18181818182,Very High,1395000.0
17071.428571428572,Very Low,239000.0
37900.0,Very Low,379000.0
86250.0,Medium,690000.0
414499.99999999994,Very High,1657999.9999999998
42500.0,Very Low,425000.0
33076.92307692308,Low,430000.0
132500.0,High,795000.0
98166.66666666667,Medium,589000.0
59375.0,Low,475000.0
52777.77777777778,Low,475000.0
